title,abstract,authors,keywords,affiliations,month,link,journal_name,year,volume,issue
Limited arbitrage in mergers and acquisitions,"A diversified portfolio of risk arbitrage positions produces an abnormal return of 0.6–0.9% per month over the period from 1981 to 1996. We trace these profits to practical limits on risk arbitrage. In our model of risk arbitrage, arbitrageurs’ risk-bearing capacity is constrained by deal completion risk and the size of the position they hold. Consistent with this model, we document that the returns to risk arbitrage increase in an ex ante measure of completion risk and target size. We also examine the influence of the general supply of arbitrage capital, measured by the total equity holdings of arbitrageurs, on arbitrage profits.","['Malcolm Baker', 'Serkan Savaşoglu']","['Arbitrage', 'Mergers and acquisitions', 'Market efficiency']",[],April,https://www.sciencedirect.com//science/article/pii/S0304405X02000727,Journal of Financial Economics,2002,64,1
"Asset liquidity, debt covenants, and managerial discretion in financial distress:","A hot growth stock in the 1980s, L.A. Gear's equity fell from $1 billion in market value in 1989 to zero in 1998. For over six years as revenues declined precipitously, management tried a series of radical strategy shifts while subsidizing the firm's large losses through working-capital liquidations. The L.A. Gear case illustrates that asset liquidity (broadly construed, not limited to excess cash) can give managers substantial operating discretion during financial distress. It also shows (1) that debt covenants can be stronger disciplinary mechanisms than requirements to meet cash interest payments, (2) why debt contracts typically constrain earnings instead of cash flow, (3) why cash balances are not equivalent to negative debt, and (4) why debt maturity matters. We find that many firms have highly liquid asset structures, thus their managers have the potential to subsidize losing operations should the need arise.","['Harry DeAngelo', 'Linda DeAngelo', 'Karen H. Wruck']","['Asset liquidity', 'Debt covenants', 'Financial distress', 'Capital structure', 'Bank lending']",[],April,https://www.sciencedirect.com//science/article/pii/S0304405X02000697,Journal of Financial Economics,2002,64,1
Who underreacts to cash-flow news? evidence from trading between individuals and institutions,"A large body of literature suggests that firm-level stock prices “underreact” to news about future cash flows; i.e., shocks to a firm's expected cash flows are positively correlated with shocks to expected returns on its stock. We examine the joint behavior of returns, cash-flow news, and trading between individuals and institutions. Institutions buy shares from (sell shares to) individuals in response to positive (negative) cash-flow news, thus exploiting the underreaction phenomenon. Institutions are not simply following price momentum strategies: When price goes up (down) in the absence of any cash-flow news, institutions sell shares to (buy shares from) individuals. Although institutions are trading in the “right” direction, institutions as a group outperform individuals by only 1.44% per annum before transaction and other costs, because they are extremely conservative in deviating from the value-weighted market index.","['Randolph B. Cohen', 'Paul A. Gompers', 'Tuomo Vuolteenaho']","['Overreaction', 'Expected-return news', 'Expected returns', 'Investor heterogeneity']",[],November–December,https://www.sciencedirect.com//science/article/pii/S0304405X02002295,Journal of Financial Economics,2002,66,2
The impact of specialist firm acquisitions on market quality,"Acquisitions among New York Stock Exchange specialist firms can increase specialist firm size, capitalization, and market concentration, and thereby affect the market quality of the stocks they trade. We find that while traded stocks show significant improvement in several market quality measures following acquisitions, similar changes are evident in matched control stocks not involved in acquisitions. We conclude that specialist firm acquisitions either do not improve market quality, or improve market quality, but competitive and other pressures (resulting partly from the acquisitions themselves) force improvements in market quality for control stocks also. Either interpretation implies that specialist acquisitions have not had deleterious effects on market quality.","['Brian C. Hatch', 'Shane A. Johnson']","['Specialists', 'Mergers', 'Acquisitions', 'Market quality', 'Trading costs']",[],October,https://www.sciencedirect.com//science/article/pii/S0304405X02001538,Journal of Financial Economics,2002,66,1
Industry growth and capital allocation:,"Are market-based or bank-based financial systems better at financing the expansion of industries that depend heavily on external finance, facilitating the formation of new establishments, and improving the efficiency of capital allocation across industries? We find evidence for neither the market-based nor the bank-based hypothesis. While legal system efficiency and overall financial development boost industry growth, new establishment formation, and efficient capital allocation, having a bank-based or market-based system per se does not seem to matter much.","['Thorsten Beck', 'Ross Levine']","['Financial development', 'Financial structure', 'Law', 'Economic growth']",[],May,https://www.sciencedirect.com//science/article/pii/S0304405X02000740,Journal of Financial Economics,2002,64,2
Predicting the next step of a random walk: experimental evidence of regime-shifting beliefs,"Barberis et al. (J. Financial Econ. 49 (1998) 307), construct a model in which investors use the prevalence of past trend reversals as an indicator of the likelihood of future reversals. While such “regime-shifting” beliefs are consistent with a variety of psychological theories, other contrary predictions are consistent with the same theories. We report two experiments with MBA-student participants that strongly support the existence of regime-shifting beliefs. We conclude that regime-shifting models can provide a useful framework for understanding market anomalies, including underreactions to earnings changes and overreactions to long-term earnings trends.","['Robert Bloomfield', 'Jeffrey Hales']","['Market inefficiency', 'Regime shifting', 'Investor sentiment', 'Underreaction', 'Overreaction', 'Post-earnings-announcement drift']",[],September,https://www.sciencedirect.com//science/article/pii/S0304405X02001472,Journal of Financial Economics,2002,65,3
Asymmetric correlations of equity portfolios,"Correlations between U.S. stocks and the aggregate U.S. market are much greater for downside moves, especially for extreme downside moves, than for upside moves. We develop a new statistic for measuring, comparing, and testing asymmetries in conditional correlations. Conditional on the downside, correlations in the data differ from the conditional correlations implied by a normal distribution by 11.6%. We find that conditional asymmetric correlations are fundamentally different from other measures of asymmetries, such as skewness and co-skewness. We find that small stocks, value stocks, and past loser stocks have more asymmetric movements. Controlling for size, we find that stocks with lower betas exhibit greater correlation asymmetries, and we find no relationship between leverage and correlation asymmetries. Correlation asymmetries in the data reject the null hypothesis of multivariate normal distributions at daily, weekly, and monthly frequencies. However, several empirical models with greater flexibility, particularly regime-switching models, perform better at capturing correlation asymmetries.","['Andrew Ang', 'Joseph Chen']","['Stock return asymmetries', 'Correlation', 'Dispersion', 'Model bias', 'GARCH', 'Jump model', 'Regime-switching']",[],March,https://www.sciencedirect.com//science/article/pii/S0304405X02000685,Journal of Financial Economics,2002,63,3
Corporate leverage and currency crises,"Currency crises can arise because it is optimal to bail out financially distressed exporting firms through a currency depreciation. Exporting firms will not undertake profitable investments when high leverage causes debt overhang problems. A currency depreciation increases the profitability of new investments when revenues are foreign-currency denominated and domestic-currency costs are nominally rigid. Ex ante, currency depreciation leads to excessive investment in risky projects even if safer, more valuable projects are available. However, currency depreciation is optimal ex ante if the risky projects have higher expected returns and if firms must rely on debt financing because of underdeveloped equity markets.","['Arturo Bris', 'Yrjö Koskinen']","['Currency depreciation', 'Debt overhang', 'Emerging markets', 'Efficient investment policy', 'Excessive risk taking']",[],February,https://www.sciencedirect.com//science/article/pii/S0304405X01000976,Journal of Financial Economics,2002,63,2
Does diversification destroy value? Evidence from the industry shocks,"Does corporate diversification reduce shareholder value? Since firms endogenously choose to diversify, exogenous variation in diversification is necessary to draw inferences about the causal effect. We examine changes in the within-firm dispersion of industry investment, or “diversity”. We find that exogenous changes in diversity, due to changes in industry investment, are negatively related to firm value. Thus diversification destroys value, consistent with the inefficient internal capital markets hypothesis. Measurement error does not cause this finding. We also find that exogenous changes in industry cash flow diversity are negatively related to firm value.","['Owen A. Lamont', 'Christopher Polk']","['Diversified firms', 'Internal capital markets']",[],January,https://www.sciencedirect.com//science/article/pii/S0304405X01000897,Journal of Financial Economics,2002,63,1
Mutual fund performance and seemingly unrelated assets,"Estimates of standard performance measures can be improved by using returns on assets not used to define those measures. Alpha, the intercept in a regression of a fund's return on passive benchmark returns, can be estimated more precisely by using information in returns on nonbenchmark passive assets, whether or not one believes those assets are priced by the benchmarks. A fund's Sharpe ratio can be estimated more precisely by using returns on other assets as well as the fund. New estimates of these performance measures for a large universe of equity mutual funds exhibit substantial differences from the usual estimates.","['Ľuboš Pástor', 'Robert F. Stambaugh']","['Performance evaluation', 'Mutual funds', 'Bayesian analysis']",[],March,https://www.sciencedirect.com//science/article/pii/S0304405X02000648,Journal of Financial Economics,2002,63,3
