title,abstract,authors,keywords,affiliations,month,link,journal_name,year,volume,issue
DOS Kapital: Has antitrust action against Microsoft created value in the computer industry?,"Antitrust enforcement that efficiently constrains Microsoft's behavior benefits firms supplying complements to and/or substitutes for Microsoft's operating system and applications software. However, from 1991 through 1997, 29 reports of federal antitrust enforcement action against Microsoft were accompanied by declines in the value of an index of 159 computer industry firms (excluding Microsoft). The mean loss to those firms exceeded $1 billion per event. Eight retreats or setbacks in enforcement were associated with increased computer sector value. Thus, financial markets reveal compelling evidence against the joint hypothesis that (a) Microsoft conduct is anticompetitive and (b) antitrust policy enforcement produces net efficiency gains.","['George Bittlingmayer', 'Thomas W Hazlett']","['Financial effects of regulation', 'Antitrust', 'Monopoly', 'Computer industry', 'Microsoft']",[],March,https://www.sciencedirect.com//science/article/pii/S0304405X99000537,Journal of Financial Economics,2000,55,3
When is time continuous?,"Continuous-time stochastic processes are approximations to physically realizable phenomena. We quantify one aspect of the approximation errors by characterizing the asymptotic distribution of the replication errors that arise from delta-hedging derivative securities in discrete time, and introducing the notion of temporal granularity which measures the extent to which discrete-time implementations of continuous-time models can track the payoff of a derivative security. We show that granularity is a particular function of a derivative contract's terms and the parameters of the underlying stochastic process. Explicit expressions for the granularity of geometric Brownian motion and an Ornstein–Uhlenbeck process for call and put options are derived, and we perform Monte Carlo simulations to illustrate the empirical properties of granularity.","['Dimitris Bertsimas', 'Leonid Kogan', 'Andrew W. Lo']","['Derivatives', 'Delta hedging', 'Continuous-time models']",[],February,https://www.sciencedirect.com//science/article/pii/S0304405X99000495,Journal of Financial Economics,2000,55,2
Uniformly least powerful tests of market efficiency,"Defenders of market efficiency argue that anomalies involving long-term abnormal returns are not robust to alternative methodologies. We argue that because various methodologies use different weighting schemes, the magnitude of abnormal returns should differ, and in a predictable manner. Three problems are identified that cause low power in value-weighted three-factor time series regressions when abnormal returns following managerial actions are being estimated. We illustrate the sensitivities in the context of the new issues puzzle as well as with simulations. More generally, multifactor models as currently used do not, and cannot, test market efficiency.","['Tim Loughran', 'Jay R. Ritter']","['Market efficiency', 'Anomalies', 'New issues puzzle', 'Risk factors']",[],March,https://www.sciencedirect.com//science/article/pii/S0304405X99000549,Journal of Financial Economics,2000,55,3
The term structure of very short-term rates: New evidence for the expectations hypothesis,"Empirical researchers have frequently rejected the expectations hypothesis. The expectations hypothesis, however, has seldom, if ever, been tested at the extreme short end of the term structure where maturities are measured in days or weeks. Using overnight, weekly, and monthly repo rates, I find that term rates are almost unbiased estimates of the average overnight rate. This evidence provides new support for the expectations hypothesis.",['Francis A. Longstaff'],"['Expectations hypothesis', 'Interest rates']",[],December,https://www.sciencedirect.com//science/article/pii/S0304405X00000775,Journal of Financial Economics,2000,58,3
Financial markets and the allocation of capital,"Financial markets appear to improve the allocation of capital. Across 65 countries, those with developed financial sectors increase investment more in their growing industries, and decrease investment more in their declining industries, than those with undeveloped financial sectors. The efficiency of capital allocation is negatively correlated with the extent of state ownership in the economy, positively correlated with the amount of firm-specific information in domestic stock returns, and positively correlated with the legal protection of minority investors. In particular, strong minority investor rights appear to curb overinvestment in declining industries.",['Jeffrey Wurgler'],"['Capital allocation', 'Investment', 'Economic growth', 'State ownership']",[],2000,https://www.sciencedirect.com//science/article/pii/S0304405X00000702,Journal of Financial Economics,2000,58,1
Speed of issuance and the adequacy of disclosure in the 144A high-yield debt market,"I document the shift of high-yield issuance from the public to the Rule 144A private placement market and exploit data on credit spreads to investigate whether investors regard disclosure in the two markets as comparable. The key implications of the inadequate-disclosure hypothesis are that investors require premiums on 144A securities and that such premiums are largest for first-time bond issuers and privately owned firms about whom less information is publicly available. I find that 144A premiums, though positive initially, have vanished over time, and I find no evidence of larger 144A premiums for first-time issuers or private firms. Investors do, however, require premiums of first-time issuers, and to a lesser extent of privately owned firms, regardless of whether securities are issued in the 144A or public market. These findings imply that sophisticated investors do not value the incremental information provided by securities registration, but do value ongoing disclosure.",['George W Fenn'],"['Junk bonds', 'Rule 144A', 'Private placements']",[],June,https://www.sciencedirect.com//science/article/pii/S0304405X00000453,Journal of Financial Economics,2000,56,3
Testing static tradeoff against pecking order models of capital structure: a critical comment,"In a recent paper, Shyam-Sunder and Myers (1999) introduce a new test of the Pecking Order Model. This comment shows that their elegantly simple test generates misleading inferences when evaluating plausible patterns of external financing. Our results, coupled with the power problem with the Static Tradeoff Model documented by Shyam-Sunder and Myers, indicate that their empirical evidence can evaluate neither the Pecking Order nor Static Tradeoff Models. Alternative tests are needed that can identify the determinants of capital structure and can discriminate among competing hypotheses.","['Robert S Chirinko', 'Anuja R Singha']","['Financing', 'Capital structure', 'Pecking order theory']",[],December,https://www.sciencedirect.com//science/article/pii/S0304405X00000787,Journal of Financial Economics,2000,58,3
Just another day in the inter-bank foreign exchange market,"In this paper, I develop a theory of bid–ask quotes provided by foreign exchange dealers in the inter-bank market based on their beliefs and their inventory positions. I then build an agent-based model of the inter-dealer market where dealers learn in a Bayesian manner from quotes from other dealers. Using simulations, I find that the resulting intra-day spreads and between-quote returns largely conform to the empirically observed intra-day U-shaped pattern – a feature that has not been satisfactorily explained in the literature. I also study the factors that determine this U-shape.",['Rajesh Chakrabarti'],"['Agent based model', 'Foreign exchange', 'Microstructure']",[],April,https://www.sciencedirect.com//science/article/pii/S0304405X99000586,Journal of Financial Economics,2000,56,1
Investor protection and corporate governance,"Recent research has documented large differences among countries in ownership concentration in publicly traded firms, in the breadth and depth of capital markets, in dividend policies, and in the access of firms to external finance. A common element to the explanations of these differences is how well investors, both shareholders and creditors, are protected by law from expropriation by the managers and controlling shareholders of firms. We describe the differences in laws and the effectiveness of their enforcement across countries, discuss the possible origins of these differences, summarize their consequences, and assess potential strategies of corporate governance reform. We argue that the legal approach is a more fruitful way to understand corporate governance and its reform than the conventional distinction between bank-centered and market-centered financial systems.","['Rafael La Porta', 'Florencio Lopez-de-Silanes', 'Andrei Shleifer', 'Robert Vishny']","['Investor, protection', 'Corporate governance', 'Law']",[],2000,https://www.sciencedirect.com//science/article/pii/S0304405X00000659,Journal of Financial Economics,2000,58,1
When an event is not an event: the curious case of an emerging market,"Shares trading in the Bolsa Mexicana de Valores do not seem to react to company news. Using a sample of Mexican corporate news announcements from the period July 1994 through June 1997, this paper finds that there is nothing unusual about returns, volatility of returns, volume of trade or bid–ask spreads in the event window. We provide evidence that suggests that unrestricted insider trading causes prices to fully incorporate the information before its public release. The paper thus points toward a methodology for ranking emerging stock markets in terms of their market integrity, an approach that can be used with the limited data available in such markets.","['Utpal Bhattacharya', 'Hazem Daouk', 'Brian Jorgenson', 'Carl-Heinrich Kehr']","['Insider trading', 'Event studies', 'Emerging markets']",[],January,https://www.sciencedirect.com//science/article/pii/S0304405X99000458,Journal of Financial Economics,2000,55,1
