title,abstract,authors,keywords,affiliations,month,link,journal_name,year,volume,issue
The journal of financial economics,"Data for the 516 papers published in volumes 1–30 of the Journal of Financial Economics in the period 1974–91 are analyzed. 477 authors from 136 institutions contributed papers, and these papers received 16,231 citations according to the Social Science Citation Index. Lists of authors and institutions who have contributed the most papers to the JFE and a list of the mostly highly-cited JFE papers show why the Journal has been successful in influencing the finance and economics literature during its first 18 years.",['G.William Schwert'],[],[],June,https://www.sciencedirect.com//science/article/pii/0304405X9390012Z,Journal of Financial Economics,1993,33,3
"Trading volume, management solicitation, and shareholder voting","In an investigation of possible relationships between shareholder voting turnout, trading volume after the record data, and the intervals between the record and meeting dates, we find that higher trading volume and more trading days between the record date and the receipt of proxy materials both reduce voting turnout. A longer interval between the receipt of proxy materials and the meeting increases turnout, as does greater solicitation expense. Our tests show that management mails proxies further in advance of the meeting when its proposals require a majority of shares outstanding, as opposed to votes cast, for approval.","['Philip J. Young', 'James A. Millar', 'G.William Glezen']",[],[],February,https://www.sciencedirect.com//science/article/pii/0304405X93900246,Journal of Financial Economics,1993,33,1
The international market for corporate control,"Japanese mergers and acquisitions in the U.S. create statistically significant wealth gains for both Japanese bidders and U.S. targets. Consistent with the literature on foreign direct investment and the market for corporate control, bidder-specific characteristics and exchange-rate movements are useful in explaining the cross-sectional variation in bidder returns: returns to Japanese bidders and to the portfolio of Japanese bidders and U.S. targets increase with the bidder's leverage, the bidder's ties to financial institutions through borrowings, and the depreciation of the dollar in relation to the Japanese yen.",['Jun-Koo Kang'],"['Japanese mergers and acquisitions', 'Monitoring', 'Exchange-rate movement', 'Bidder return']",[],December,https://www.sciencedirect.com//science/article/pii/0304405X93900316,Journal of Financial Economics,1993,34,3
"The winner's curse, legal liability, and the long-run price performance of initial public offerings in Finland","Rationing data for initial public offerings (IPOs) in the Finnish market make possible a test of Rock's (1986) winner's curse hypothesis. The evidence from 80 IPOs issued between 1984 and 1989 confirms the presence of the winner's curse: average returns adjusted for the bias in allocation are lower than average unadjusted returns. But the initial returns of these IPOs appear unrelated to lawsuit avoidance, as the sample firms seem unlikely to incur legal liabilities. In the long run, consistent with the evidence in the United States, the IPO firms substantially underperform the Helsinki Stock Exchange value-weighted index.",['Matti Keloharju'],"['Initial public offerings', 'Legal liability', 'Long-run performance', ""Winner's curse""]",[],October,https://www.sciencedirect.com//science/article/pii/0304405X9390020C,Journal of Financial Economics,1993,34,2
NYSE vs NASDAQ returns,"Reinganum (1990) reports that small NYSE securities have average returns about 6% per year higher than those of similarly-sized NASDAQ securities during the 1973–1988 period. He attributes the return differential to market microstructure differences. In contrast, this paper demonstrates that differences in the characteristics of the companies listed on the two exchanges explain much of the disparity. About 60% of the return differential can be attributed to the poor performance of recent initial public offerings, which comprise a large portion of the firms on NASDAQ. On average, IPOs underperform during the six calendar years after going public.",['Tim Loughran'],[],[],April,https://www.sciencedirect.com//science/article/pii/0304405X9390006W,Journal of Financial Economics,1993,33,2
An empirical investigation of IPO returns and subsequent equity offerings,"Several recent papers present signaling models in which firms underprice their initial public offerings of equity (IPOs) so that they can subsequently issue seasoned equity at more favorable prices. We test the implications of these models. We find a positive relation between IPO underpricing and the probability and size of subsequent seasoned offerings. Although these results are consistent with the implications of the signaling hypotheses, the economic significance appears weak. We conduct additional tests to evaluate other explanations for these findings and find the alternatives more compelling.","['Narasimhan Jegadeesh', 'Mark Weinstein', 'Ivo Welch']","['IPO underpricing', 'Market-feedback hypothesis', 'Seasoned equity offering', 'Signaling hypothesis']",[],October,https://www.sciencedirect.com//science/article/pii/0304405X93900165,Journal of Financial Economics,1993,34,2
Private benefits from block ownership and discounts on closed-end funds,"The greater the managerial stock ownership in closed-end funds, the larger are the discounts to net asset value. The average discount for funds with blockholders is 14%, whereas the average discount for funds without blockholders is only 4%. This relation is robust over time and to various model specifications that control for other factors that affect discounts. We argue that blockholders receive private benefits that do not accrue to other shareholders and that they veto open-ending proposals to preserve these benefits. We support this argument by documenting a range of potential private benefits received by blockholders in closed-end funds.","['Michael J. Barclay', 'Clifford G. Holderness', 'Jeffrey Pontiff']",[],[],June,https://www.sciencedirect.com//science/article/pii/0304405X9390008Y,Journal of Financial Economics,1993,33,3
Positive information from equity issue announcements,"The Myers and Majluf (1984) model predicts a nonpositive price reaction to an announcement of a new issue of equity. This paper shows that the Myers and Majluf result is a direct outcome of their assumption that all potential projects facing the firm have a nonnegative net present value. Refining the Myers and Majluf model, by allowing for the realistic possibility of potential projects having negative net present values, leads to different predictions. The refined model predicts positive as well as negative stock price responses, consistent with recent empirical evidence concerning the stock price effects of new stock issues.","['John W. Cooney', 'Avner Kalay']",[],[],April,https://www.sciencedirect.com//science/article/pii/0304405X9390002S,Journal of Financial Economics,1993,33,2
The hidden costs of stock market liquidity,"The seemingly unrelated problems of stock market liquidity and manager-stockholder contracting are closely intertwined. Active stockholders who reduce agency costs by providing internal monitoring also reduce stock liquidity by creating information asymmetry problems. Conversely, stock liquidity discourages internal monitoring by reducing the costs of ‘exit’ of unhappy stockholders. The U.S. has exceptionally many actively-traded firms with widely-diffused stockholding because public policy has favored stock market liquidity over active investing. And, the benefits of stock market liquidity must be weighed against the costs of impaired corporate governance.",['Amar Bhide'],[],[],August,https://www.sciencedirect.com//science/article/pii/0304405X9390039E,Journal of Financial Economics,1993,34,1
Corporate governance through the proxy process,"This paper analyzes a proxy solicitation and subsequent restructuring at Honeywell Inc. in 1989. The solicitation was financed and led by noninstitutional investors and co-sponsored by two public pension funds. The solicitation and restructuring both appear to increase firm value, though the effects of the restructuring are much larger. The voting records of Honeywell's 72 largest institutional shareholders reveal that banks and insurance companies are significantly more supportive of two management-sponsored antitakeover proposals than public pension funds add independent investment managers. Existing business ties between Honeywell and its institutional investors, however, do not appear to explain these voting differences.",['Karen Van Nuys'],[],[],August,https://www.sciencedirect.com//science/article/pii/0304405X9390042A,Journal of Financial Economics,1993,34,1
An empirical study of the Mexican Treasury bill auction,This paper analyzes bidding behavior in Mexican Treasury bill auctions for the period 1986–1991. The Mexican auction rules resemble those used in U.S. Treasury bill auctions closely. Results suggest the presence of collusion among large bidders throughout a large portion of the sampling period and the presence of information asymmetries between small and large bidders. Results also suggest that bidders account for the winner's curse and that participants bid more cautiously when uncertainty is high. Bidders' profits fell dramatically in 1990 when the Treasury substituted uniform for discriminatory pricing to combat collusion and to increase auction revenues.,['Steven R. Umlauf'],[],[],June,https://www.sciencedirect.com//science/article/pii/0304405X93900109,Journal of Financial Economics,1993,33,3
Is the ex ante risk premium always positive?,"This paper develops tests of inequality restrictions implied by conditional asset pricing models. The methodology is easy to implement, requires little knowledge of the conditional distribution of asset returns, and is valid under fairly weak assumptions. As an application, we test whether the ex ante risk premium is always positive. We report reliable evidence that the ex ante risk premium is negative in some states of the world; these states are related to periods of high expected inflation and especially to downward-sloping term structures.","['Jacob Boudoukh', 'Matthew Richardson', 'Tom Smith']","['Ex ante risk premium', 'Inequality restrictions', 'Conditional asset pricing models']",[],December,https://www.sciencedirect.com//science/article/pii/0304405X93900338,Journal of Financial Economics,1993,34,3
