title,abstract,authors,keywords,affiliations,month,link,journal_name,year,volume,issue
Consumption correlatedness and risk measurement in economies with non-traded assets and heterogeneous information,"A technique is presented for deriving equilibrium models of asset risk premia in continuous time models which does not require the complete solution of a consumer's continuous time stochastic control problem. The technique is used to show that even if traders have heterogeneous information about asset returns and/or there are non-traded assets, then the risk premium of a traded asset is determined by the covariance between the asset's return and the rate of change in per capita consumption. We only require the assumption that traders' consumptions and traded asset values form an Ito process.","['Sanford J. Grossman', 'Robert J. Shiller']",[],[],July,https://www.sciencedirect.com//science/article/pii/0304405X82900137,Journal of Financial Economics,1982,10,2
Multivariate tests of financial models,"A variety of financial models are cast as nonlinear parameter restrictions on multivariate regression models, and the framework seems well suited for empirical purposes. Aside from eliminating the errors-in-the-variables problem which has plagued a number of past studies, the suggested methodology increases the precision of estimated risk premiums by as much as 76%. In addition, the approach leads naturally to a likelihood ratio test of the parameter restrictions as a test for a financial model. This testing framework has considerable power over past test statistics. With no additional variable beyond β, the substantive content of the CAPM is rejected for the period 1926–1975 with a significance level less than 0.001.",['Michael R. Gibbons'],[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X82900289,Journal of Financial Economics,1982,10,1
Do forecast errors or term premia really make the difference between long and short rates?,"Forward rates in the term structure of interest contain predictions of future spot rates plus (possibly) term premia. Realized spot rates contain predicted spot rates plus forecast errors. Under rational expectations forecast errors are not predictable. By forecasting spot rates using publicly available information, bounds on the variation of forecast errors, and term premia are obtained. For one-month treasury bill rates, one to two thirds of the variation in the difference between forward rates and realized spot rates is due to variation in term premia.",['Richard Startz'],[],[],November,https://www.sciencedirect.com//science/article/pii/0304405X82900058,Journal of Financial Economics,1982,10,3
Racetrack betting and informed behavior,"Horse racing data permit interesting tests of attitudes toward risk. The present paper studies a new sample of racetrack results from Atlantic City, New Jersey. The questions examined are: (1) Are the market odds the best data for predicting the order of finish? (2) Do horses go off at odds that reflect their true probability of winning? (3) Is there any evidence that late bettors have better information than early bettors? It is found that market odds predict the order of finish well, but that ‘favorites’ are good bets and ‘long shots’ are poor ones. The data suggest that there does exist an ‘informed’ class of bettors and that bettors are on the whole neither risk neutral nor risk averse.","['Peter Asch', 'Burton G. Malkiel', 'Richard E. Quandt']",[],[],July,https://www.sciencedirect.com//science/article/pii/0304405X82900125,Journal of Financial Economics,1982,10,2
Determinants of corporate borrowing,"In his article Determinants of Corporate Borrowing, Myers (1977) says that it is not guaranteed that the maximum value of the firm is reached before the maximum value of the debt is utilized in the case in which the interest payment is fully tax deductible, but the tax shield is lost if the firm goes bankrupt. I have shown here that even in such a case the maximum value of the firm will always be achieved before the maximum available debt is utilized.",['Keshav Gupta'],[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X82900332,Journal of Financial Economics,1982,10,1
The effect of temporal risk aversion on liquidity preference,"In most instances, investors are not indifferent to risk. Their attitudes toward it influence their decisions. Temporal risk aversion, the dynamic analogue of the usual concept of risk aversion, has a marked effect on investors' decisions but is usually ignored in the literature. This paper investigates the liquidity preference of temporally risk-averse investors. The analysis shows that, all other things being equal, temporal risk aversion reduces the liquidity premium investors must receive to hold an asset that is not perfectly reversible. Thus, the optimal investment policy is closer to what one would expect had a frictionless exchange market existed for the irreversible asset. As far as an individual's investment behavior is concerned, temporal risk aversion counters the effects of an asset's irreversibility and tends to compensate for the absence of frictionless exchange.",['Gyorgy G. Karady'],[],[],December,https://www.sciencedirect.com//science/article/pii/0304405X82900204,Journal of Financial Economics,1982,10,4
Spot and forward rates in the Canadian treasury bill market,"The efficiency of the Canadian Treasury bill market is examined with data on spot and forward rates of return. Over the period from 7/62 to 3/79, the bill market has been efficient in the sense that it correctly uses the information contained in past spot rates in assessing the expected future spot rate and in determining the forward rate. Moreover, the forward rate is found to contain some information about future spot rates above and beyond that in past spot rates.",['Soo-Bin Park'],[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X82900320,Journal of Financial Economics,1982,10,1
The effect of discretionary price control decisions on equity values,"The macro literature presents conflicting evidence on the effects of price controls. In this study, the fact that the macro-economic effect of wage and price controls is the aggregation of the micro-economic effects is used to implement a different approach to measure the effects of price controls. The effect of price controls is inferred from examining the impact of discretionary regulatory decisions on the equity values of individual firms during Phase II of Nixon's Economic Stabilization Program. The empirical results indicate that violators of the regulations incurred significant abnormal losses that were unrelated to the explicit penalties. This suggests that implicit penalties were imposed on offending firms. The analysis of price increase decisions provides weak evidence that these Price Commission decisions had an impact on equity values.",['Richard S. Ruback'],[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X82900319,Journal of Financial Economics,1982,10,1
The value line enigma (1965–1978),The performance of Value Line Investment Survey recommendations made between 1965 and 1978 is evaluated by applying a future benchmark technique. The future benchmark technique avoids selection bias problems associated with using historic benchmarks as well as known difficulties of using Capital Asset Pricing Model benchmarks. Potential problems (implicit in the technique) are discussed and resolved within the conduct of the experiment. Results indicate statistically significant abnormal performance when future benchmarks are computed using a market model.,"['Thomas E. Copeland', 'David Mayers']",[],[],November,https://www.sciencedirect.com//science/article/pii/0304405X82900046,Journal of Financial Economics,1982,10,3
Potential performance and tests of portfolio efficiency,"The potential performance of an asset set may be obtained by choosing the portfolio proportions to maximize the Sharpe (1966) performance measure. If a portfolio has a Sharpe measure equivalent to the potential performance of the underlying set of assets, then it is efficient. Multivariate statistical procedures for comparing potential performance and testing portfolio efficiency are developed and then evaluated using simulations. Two likelihood ratio statistics are then used to compare stock and bond indices against sets of 20 and 40 portfolios. The procedures are also compared to the Gibbons (1982) methodology for testing financial models.","['J.D. Jobson', 'Bob Korkie']",[],[],December,https://www.sciencedirect.com//science/article/pii/0304405X82900198,Journal of Financial Economics,1982,10,4
