title,abstract,authors,keywords,affiliations,month,link,journal_name,year,volume,issue
Understanding the determinants of managerial ownership and the link between ownership and performance,"Both managerial ownership and performance are endogenously determined by exogenous (and only partly observed) changes in the firm's contracting environment. We extend the cross-sectional results of Demsetz and Lehn (1985), (Journal of Political Economy, 93, 1155–1177) and use panel data to show that managerial ownership is explained by key variables in the contracting environment in ways consistent with the predictions of principal-agent models. A large fraction of the cross-sectional variation in managerial ownership is explained by unobserved firm heterogeneity. Moreover, after controlling both for observed firm characteristics and firm fixed effects, we cannot conclude (econometrically) that changes in managerial ownership affect firm performance.","['Charles P. Himmelberg', 'R.Glenn Hubbard', 'Darius Palia']","['Managerial ownership', 'Corporate governance']",[],September,https://www.sciencedirect.com//science/article/pii/S0304405X99000252,Journal of Financial Economics,1999,53,3
The initiation and withdrawal of odd-eighth quotes among Nasdaq stocks: an empirical analysis,"Christie and Schultz (1994), (Journal of Finance, 49, 1813–1840) find that market makers in many active Nasdaq stocks avoid odd-eighth quotes. This paper studies 67 (58) Nasdaq stocks whose market makers initiate (withdraw) odd-eighth quotes. These regime shifts are often completed within the span of a day, and coincide with dramatic changes in dollar, percentage and effective spreads. In most cases, we are unable to identify comparable changes in the costs of making markets. We do identify long-run changes in average prices that may provide a partial explanation. However, we also find that these patterns are not shared by stocks traded in auction markets.","['William G. Christie', 'Paul H. Schultz']","['Nasdaq', 'Bid–ask spreads', 'Odd-eighth quotes', 'Effective spreads', 'Competition']",[],June,https://www.sciencedirect.com//science/article/pii/S0304405X99000148,Journal of Financial Economics,1999,52,3
Commercial banks as underwriters: implications for the going public process,"Commercial bank entry into securities underwriting can affect underwriter behavior because, unlike investment houses, banks also lend to firms. This raises several issues. Are banks better certifiers of firms’ securities than investment houses? If banks hold equity in firms rather than debt, does this make certification more credible? Would one type of underwriter drive out the other? This paper provides a model for analyzing such issues, and derives several interesting results. First, banks, as lenders to firms, can actually be better certifiers than investment houses. Second, equity holding can hinder banks’ certification ability. Finally, banks and investment houses can co-exist.",['Manju Puri'],"['Commercial banks', 'Underwriters', 'Certification', 'Security pricing', 'Glass–Steagall']",[],October,https://www.sciencedirect.com//science/article/pii/S0304405X99000343,Journal of Financial Economics,1999,54,2
Deregulation and the adaptation of governance structure: the case of the U.S. airline industry,"Deregulation provides a natural experiment for examining how governance adapts to structural changes in the business environment. We investigate the evolution of governance structure, characterized by ownership concentration, compensation policy, and board composition, in the U.S. airline industry during a 22-year period surrounding the Airline Deregulation Act of 1978. Consistent with theory, we find that after deregulation (i) equity ownership is more concentrated, (ii) CEO pay increases, (iii) stock option grants to CEOs increase, and (iv) board size decreases. Airlines’ governance structures gravitate toward the system of governance mechanisms used by unregulated firms. The adaptation process is gradual, however, suggesting that it is costly to alter organizational capital. We also present evidence on the relation between governance structure and firm survival.","['Stacey R. Kole', 'Kenneth M. Lehn']","['Corporate Governance', 'Regulation', 'Airlines']",[],April,https://www.sciencedirect.com//science/article/pii/S0304405X99000057,Journal of Financial Economics,1999,52,1
Financial contracting under extreme uncertainty:,"Economic volatility, high transaction costs, and fragile institutions hinder financial contracting in emerging markets. These conditions characterize the economy of Brazil, yet a nascent corporate bond market thrives. I analyze 50 Brazilian indenture agreements and find that sample debentures are characterized by (i) features that mitigate inflation risk for investors, (ii) contingent-maturity mechanisms that provide periodic opportunities for exit or renegotiation, (iii) a paucity of covenants that restrict the debtor's investment, financing, and dividend decisions, and (iv) self-enforcement mechanisms that avoid reliance on inefficient institutions. Analysis of these features enhances our understanding of contracting in emerging economies.",['Christopher W Anderson'],"['Contracting', 'Debt structure', 'Covenants', 'Institutions', 'Emerging markets', 'Brazil']",[],January,https://www.sciencedirect.com//science/article/pii/S0304405X98000439,Journal of Financial Economics,1999,51,1
Board meeting frequency and firm performance,"For 307 firms over the 1990–1994 period, I find that board meeting frequency is related to corporate governance and ownership characteristics in a manner that is consistent with contracting and agency theory. The annual number of board meetings is inversely related to firm value. This result is driven by increases in board activity following share price declines. I further find that operating performance improves following years of abnormal board activity. These improvements are most pronounced for firms with poor prior performance and firms not engaged in corporate control transactions. Overall, my results suggest that board activity, measured by board meeting frequency, is an important dimension of board operations.",['Nikos Vafeas'],"['Corporate governance', 'Board of directors', 'Board meeting frequency']",[],July,https://www.sciencedirect.com//science/article/pii/S0304405X99000185,Journal of Financial Economics,1999,53,1
An analysis of mutual fund design: the case of investing in small-cap stocks1,"In 1982, Dimensional Fund Advisors launched a mutual fund intended to capture the returns of small-cap stocks. The ‘9–10 Fund’ is based on the CRSP 9–10 Index, an index of small-cap stocks constituting the ninth and tenth deciles of NYSE market capitalization, although the 9–10 Fund incorporates investment rules and a trading strategy that are aimed at minimizing the potentially excessive trade costs associated with such illiquid stocks. As a result, the 9–10 Fund provided a 2.2% annual premium over the 9–10 Index for the 1982–1995 period. We show that both the investment rules and the trade strategy components of the Fund’s design contribute significantly to this return difference.",['Donald B. Keim'],"['Transactions costs', 'Mutual fund design', 'Index fund', 'Small-cap stocks']",[],February,https://www.sciencedirect.com//science/article/pii/S0304405X9800049X,Journal of Financial Economics,1999,51,2
The rise and fall of the Amex Emerging Company Marketplace,"In 1992, the Amex launched the Emerging Company Marketplace (ECM) to trade the stocks of small but growing companies. Bid–ask spreads decreased dramatically for listing firms, and news coverage increased. Executives of listing firms were quite satisfied. Yet few firms chose to list on the ECM, and it closed in 1995. What went wrong? Most Amex stakeholders had little to gain from the success of the ECM, and a series of scandals damaged the reputation of the exchange. Similar small-firm markets have also failed, largely because successful firms quickly depart for traditional markets, leaving only unsuccessful firms behind.","['Reena Aggarwal', 'James J. Angel']","['Amex', 'Nasdaq', 'Listings', 'Stock market failure', 'Market structure']",[],May,https://www.sciencedirect.com//science/article/pii/S0304405X99000100,Journal of Financial Economics,1999,52,2
The resolution of bankruptcy by auction: allocating the residual right of design,"In this paper, we examine the value of the right to choose the method of sale of corporate assets. We show that this right is valuable, and that its value comes from recognizing conflicting incentives of claimants at the time of sale. As with risky projects, senior and junior claimants are shown to have distinct preferences on a set of common auction procedures. They also differ on the issue of allocation of resources towards attracting bidders for the auction. As a consequence, the optimal allocation of the design right must depend on circumstances prevailing at the time of the sale. While, in general, selling the firm by auction does not guarantee the use of optimal selling arrangements, a suitable allocation of design rights may help mitigate inefficiency problems significantly.","['Sugato Bhattacharyya', 'Rajdeep Singh']","['Bankruptcy', 'Auctions', 'Residual rights']",[],December,https://www.sciencedirect.com//science/article/pii/S0304405X99000380,Journal of Financial Economics,1999,54,3
"Deregulation, disintermediation, and agency costs of debt: evidence from Japan1","Many Japanese firms reduced dependence on banks following financial deregulation in the 1980s. The financial architecture of Japanese firms after liberalization provides an opportunity to investigate the choice of financing with public bonds versus monitored bank loans. Examination of accounting and stock price data for a sample of Japanese firms in the late 1980s suggests that debt structure is related to variables that serve as proxies for agency costs of debt. In particular, we find that the proportion of bond debt is inversely related to growth opportunities, while the proportion of bank debt is positively related to growth opportunities.","['Christopher W. Anderson', 'Anil K. Makhija']","['Capital structure', 'Japanese corporate finance', 'Agency costs', 'Bond financing']",[],February,https://www.sciencedirect.com//science/article/pii/S0304405X98000543,Journal of Financial Economics,1999,51,2
