title,abstract,authors,keywords,affiliations,month,link,journal_name,year,volume,issue
"Optimal consumption, portfolio and life insurance rules for an uncertain lived individual in a continuous time model","A continuous time model for optimal consumption, portfolio and life insurance rules, for an investor with an arbitrary but known distribution of lifetime, is derived as a generalization of the model by Merton (1971). The classic Tobin-Markowitz separation theorem obtains with the mutual funds being identical to those obtained under the assumption of certain lifetime. The investor is found to have a ‘human capital’ component of wealth, which is independent of his preferences and risky market opportunities and represents the certainty equivalent of his future net (wage) earnings. Explicit solutions, which are linear in wealth, are found for the investor with constant relative risk aversion.",['Scott F. Richard'],[],[],June,https://www.sciencedirect.com//science/article/pii/0304405X75900045,Journal of Financial Economics,1975,2,2
Seasonality in Australian capital markets,"Following a report of a possible seasonal in Australian share prices [Praetz (1973)], a study was made of the behaviour of share returns using different data and methodology to that of the original report. The test included forecasts of the seasonal using Box and Jenkins methods. Although the results indicate some evidence of a seasonal, it is shown that this is not prima facie evidence of market inefficiency. It is suggested that a more likely explanation is related to the structure of the economy, e.g., changing opportunity cost of money through the year.",['R.R. Officer'],[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X75900227,Journal of Financial Economics,1975,2,1
"Cash demand, liquidation costs and capital market equilibrium under uncertainty","In this paper, the portfolio and the liquidity planning problems are unified and analyzed in one model. Stochastic cash demands have a significant impact on both the composition of an individual's optimal portfolio and the pricing of capital assets in market equilibrium. The derived capital asset pricing model with cash demands and liquidation costs shows that both the market price of risk and the systematic risk of an asset are affected by the aggregate cash demands and liquidity risk. The modified model does not require that all investors hold an identical risky portfolio as implied by the Sharpe-Lintner-Mossin model. Furthermore, it provides a possible explanation for the noted discrepancies between the empirical evidence and the prediction of the traditional capital asset pricing model.","['Andrew H. Chen', 'E.Han Kim', 'Stanley J. Kon']",[],[],September,https://www.sciencedirect.com//science/article/pii/0304405X75900173,Journal of Financial Economics,1975,2,3
Delayed risks and risk premiums,"In this paper, two possible premiums for delayed risks are presented and compared. It is shown that one of them possesses some properties usually considered desirable for ‘roulette gambles’ while the other definition does not meet the same requirements. Finally, the response of both premiums to increased wealth is discussed. The analysis of this problem sheds some light on the basic difference between delayed risks and roulette gambles.","['Philippe Caperaa', 'Louis Eeckhoudt']",[],[],September,https://www.sciencedirect.com//science/article/pii/0304405X75900185,Journal of Financial Economics,1975,2,3
Optimal rules for ordering uncertain prospects,"In this paper, we obtain the optimal selection rule for ordering uncertain prospects for all individuals with decreasing absolute risk averse utility functions. The optimal selection rule minimizes the admissible set of alternatives by discarding, from among a given set of alternatives, those that are inferior (for each utility function in the restricted class) to a member of the given set. We show that the Third Order Stochastic Dominance (TSD) rule is the optimal rule when comparing uncertain prospects with equal means. We also show that in the general case of unequal means, no known selection rule uses both necessary and sufficient conditions for dominance, and the TSD rule may be used to obtain a reasonable approximation to the smallest admissible set. The TSD rule is complex and we provide an efficient algorithm to obtain the TSD admissible set. For certain restrictive classes of the probability distributions (of returns on uncertain prospects) which cover most commonly used distributions in finance and economics, we obtain the optimal rule and show that it reduces to a simple form. We also study the relationship of the optimal selection rule to others previously advocated in the literature, including the more popular mean-variance rule as well as the semi-variance rule.",['Vijay S. Bawa'],[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X75900252,Journal of Financial Economics,1975,2,1
Motivating managers to make investment decisions,"Owners of capital frequently lack knowledge about investment opportunities. One alternative is to turn to a manager for assistance. The owner's problem of contracting for the services of a manager is treated as a problem in buying information. The surprising result is that it is sometimes possible to trade information even when the owner is unable to form his own assessment of the information's value. Under some conditions it is possible to write a managerial compensation contract which will induce the manager to act in the best interests of the owner. These conditions require owner knowledge of the manager's employment and investment alternatives and risk preferences as well as some, but not all, of the characteristics of the investment opportunities.",['Donald G. Heckerman'],[],[],September,https://www.sciencedirect.com//science/article/pii/0304405X75900161,Journal of Financial Economics,1975,2,3
"Uncertainty, competition, and costs in corporate bond underwriting","The effect of a syndicate's uncertainty regarding the demand for a new bond issue on the syndicate's choice of an offer and bid price, and on the spread between those two prices, is analyzed. Then, the impact of uncertainty on the spread is empirically tested. The hypothesis that the spread varies inversely with the number of bidders for an issue is also developed and tested, and several other hypothesized determinants of the spread are examined.",['Louis H. Ederington'],[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X75900240,Journal of Financial Economics,1975,2,1
On the optimality of international capital market integration,"The focus of this paper is on the benefits to investors, arising out of the integration of the capital markets of different countries. The notion that an expansion in the opportunity set of individual investors causes improvements in their welfare is analyzed to take account of the effects on their wealth. With the supplies of investments held constant, the effects of changes in the macroparameters of the risk-return pricing relationship, caused by the merger of capital markets, on the wealth of individuals in the new equilibrium, are determined. Using three specific utility functions – quadratic, exponential and logarithmic – it is shown that international capital market integration is Pareto-optimal, i.e., the welfare of individuals in the economies considered never declines, and will generally improve. The effect of expansion of the opportunity set, due to the integration of capital markets, nullifies the effect of a possible negative change in wealth.",['Marti G. Subrahmanyam'],[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X75900215,Journal of Financial Economics,1975,2,1
Price performance of common stock new issues,"The paper studies both the initial and aftermarket performance (measured by risk-adjusted returns) on newly issued common stocks which were offered to the public during the 1960s. The results confirm that average initial performance is positive (11.4 percent), while the distribution of returns is skewed so that the subscriber of a single random new issue offering has about an equal chance for gain or loss. The results are generally consistent with aftermarket efficiency. Positive initial performance along with aftermarket efficiency indicate that new issue offerings are underpriced. The paper provides insights into this underpricing mystery, but does not solve it.",['Roger G. Ibbotson'],[],[],September,https://www.sciencedirect.com//science/article/pii/0304405X7590015X,Journal of Financial Economics,1975,2,3
Stochastic dominance and portfolio analysis,"The principle of stochastic dominance is used to characterize the optimal efficient sets when the distributions of the random prospects belong to a family. Most of the well-known distributions are considered. In each case, the optimal efficient sets are characterized by easily verifiable conditions on the parameters of the distributions. These optimal efficient sets are then compared with the corresponding mean-variance (MV) efficient set. It is often found that the optimal efficient sets are proper subsets of the MV efficient set. Thus, the MV criterion is a proper efficiency criterion, but the MV efficient set can be excessively large compared to the optimal efficient set.",['Mukhtar M. Ali'],[],[],June,https://www.sciencedirect.com//science/article/pii/0304405X75900057,Journal of Financial Economics,1975,2,2
