title,abstract,authors,keywords,affiliations,month,link,journal_name,year,volume,issue
The economics of conflicts of interest in financial institutions,"A conflict of interest exists when a party to a transaction can gain by taking actions that are detrimental to its counterparty. This paper examines the growing empirical literature on the economics of conflicts of interest in financial institutions. Economic analysis shows that, although conflicts of interest are omnipresent when contracting is costly and parties are imperfectly informed, there are important factors that mitigate their impact and, strikingly, it is possible for customers of financial institutions to benefit from the existence of such conflicts. The empirical literature reaches conclusions that differ across types of conflicts of interest but are overall more ambivalent and certainly more benign than the conclusions drawn by journalists and politicians from mostly anecdotal evidence.","['Hamid Mehran', 'René M. Stulz']","['Conflicts of interest', 'Analyst', 'Financial institution', 'Underwriting', 'Investment bank', 'Bank', 'Analyst forecast', 'Analyst recommendation', 'Analyst optimism', 'Analyst bias', 'Mutual fund', 'Banking relationship', 'Institutional investor']",[],August,https://www.sciencedirect.com//science/article/pii/S0304405X06002352,Journal of Financial Economics,2007,85,2
"Politically connected CEOs, corporate governance, and Post-IPO performance of China's newly partially privatized firms","Almost 27% of the CEOs in a sample of 790 newly partially privatized firms in China are former or current government bureaucrats. Firms with politically connected CEOs underperform those without politically connected CEOs by almost 18% based on three-year post-IPO stock returns and have poorer three-year post-IPO earnings growth, sales growth, and change in returns on sales. The negative effect of the CEO's political ties also show up in the first-day stock return. Finally, firms led by politically connected CEOs are more likely to appoint other bureaucrats to the board of directors rather than directors with relevant professional backgrounds.","['Joseph P.H. Fan', 'T.J. Wong', 'Tianyu Zhang']","['Political connections', 'Corporate governance', 'IPO performance', 'Partial privatization', 'China']",[],May,https://www.sciencedirect.com//science/article/pii/S0304405X06002133,Journal of Financial Economics,2007,84,2
Conflicts of interest in sell-side research and the moderating role of institutional investors,"Because sell-side analysts are dependent on institutional investors for performance ratings and trading commissions, we argue that analysts are less likely to succumb to investment banking or brokerage pressure in stocks highly visible to institutional investors. Examining a comprehensive sample of analyst recommendations over the 1994–2000 period, we find that analysts’ recommendations relative to consensus are positively associated with investment banking relationships and brokerage pressure but negatively associated with the presence of institutional investor owners. The presence of institutional investors is also associated with more accurate earnings forecasts and more timely re-ratings following severe share price falls.","['Alexander Ljungqvist', 'Felicia Marston', 'Laura T. Starks', 'Kelsey D. Wei', 'Hong Yan']","['Analyst recommendations', 'Analyst forecast accuracy', 'Investment banking', 'Conflicts of interest', 'Institutional investors', 'Banking relationships']",[],August,https://www.sciencedirect.com//science/article/pii/S0304405X06001656,Journal of Financial Economics,2007,85,2
Geographical segmentation of US capital markets,"Demographic variation in savings behavior can be exploited to provide evidence on segmentation in US bank loan markets. Cities with a large fraction of seniors have higher volumes of bank deposits. Since many banks rely heavily on deposit financing, this affects local loan supply and economic activity. I show a positive effect of local deposit supply on local outcomes, including the number of firms, the number of manufacturing firms, and the number of new firms started. The effect is stronger in industries that are heavily dependent on external finance. The deregulation of intrastate branching reduced the effect of local deposit supply by approximately a third.",['Bo Becker'],"['Banks', 'Geographical segmentation', 'Seniors']",[],July,https://www.sciencedirect.com//science/article/pii/S0304405X07000517,Journal of Financial Economics,2007,85,1
"Investment, consumption, and hedging under incomplete markets","Entrepreneurs often face undiversifiable idiosyncratic risks from their business investments. We extend the standard real options approach to an incomplete markets environment and analyze the joint decisions of business investments, consumption/savings, and portfolio selection. For a lump-sum investment payoff and an agent with a sufficiently strong precautionary savings motive, an increase in volatility can accelerate investment, contrary to the standard real options analysis. When the agent can trade the market portfolio to partially hedge against investment risk, the systematic volatility is compensated via the standard CAPM argument, and the idiosyncratic volatility generates a private equity premium. Finally, when the investment payoff is a series of flows, the agent's idiosyncratic risk exposure alters both the implied option value and the implied project value, causing a reversal of the results in the lump-sum payoff case.","['Jianjun Miao', 'Neng Wang']","['Real options', 'Idiosyncratic risk', 'Hedging', 'Risk aversion', 'Precautionary savings', 'Incomplete markets']",[],December,https://www.sciencedirect.com//science/article/pii/S0304405X07001225,Journal of Financial Economics,2007,86,3
Multifrequency news and stock returns,"Equity prices are driven by shocks with persistence levels ranging from intraday horizons to several decades. To accommodate this diversity, we introduce a parsimonious equilibrium model with regime shifts of heterogeneous durations in fundamentals, and estimate specifications with up to 256 states on daily aggregate returns. The multifrequency equilibrium has higher likelihood than the Campbell and Hentschel [1992. No news is good news: an asymmetric model of changing volatility in stock returns. Journal of Financial Economics 31, 281–318] specification, while producing volatility feedback 10 to 40 times larger. Furthermore, Bayesian learning about volatility generates a novel trade-off between skewness and kurtosis as information quality varies, complementing the uncertainty channel [e.g., Veronesi, 1999. Stock market overreaction to bad news in good times: a rational expectations equilibrium model. Review of Financial Studies 12, 975–1007]. Economies with intermediate information best match daily returns.","['Laurent E. Calvet', 'Adlai J. Fisher']","['Multifrequency news', 'Volatility feedback', 'Learning', 'Long-run risks']",[],October,https://www.sciencedirect.com//science/article/pii/S0304405X07000906,Journal of Financial Economics,2007,86,1
The empirical risk–return relation: A factor analysis approach,"Existing empirical literature on the risk–return relation uses relatively small amount of conditioning information to model the conditional mean and conditional volatility of excess stock market returns. We use dynamic factor analysis for large data sets, to summarize a large amount of economic information by few estimated factors, and find that three new factors—termed “volatility,” “risk premium,” and “real” factors—contain important information about one-quarter-ahead excess returns and volatility not contained in commonly used predictor variables. Our specifications predict 16–20% of the one-quarter-ahead variation in excess stock market returns, and exhibit stable and statistically significant out-of-sample forecasting power. We also find a positive conditional risk–return correlation.","['Sydney C. Ludvigson', 'Serena Ng']","['Stock market volatility', 'Expected returns', 'Sharpe ratio']",[],January,https://www.sciencedirect.com//science/article/pii/S0304405X06001413,Journal of Financial Economics,2007,83,1
Affirmative obligations and market making with inventory,"Existing empirical studies provide little support for the theoretical prediction that market makers rebalance their inventory through revisions of quoted prices. This study provides evidence that the NYSE's specialist does engage in significant inventory rebalancing, but only when not constrained by the affirmative obligation to provide liquidity imposed by the Price Continuity rule. The evidence also suggests that such obligations are associated with better market quality, but impose significant costs on the specialist. The specialist mitigates these costs through discretionary trading when the rule is not binding. These findings shed light on how exchange rules affect market makers’ behavior and market quality.",['Marios A. Panayides'],"['Specialist inventory', 'Affirmative obligations', 'Price continuity']",[],November,https://www.sciencedirect.com//science/article/pii/S0304405X0700133X,Journal of Financial Economics,2007,86,2
How much of the corporate bond spread is due to personal taxes?,"Existing term structure models of defaultable bonds have often underestimated corporate bond spreads. A potential problem is that investors’ taxes are ignored in these models. We propose a pricing model that accounts for stochastic default probability and differential tax treatments for discount and premium bonds. By estimating parameters directly from bond data, we obtain significantly positive estimates for the income tax rate of a marginal corporate bond investor after 1986. This contrasts sharply with the previous finding that the implied tax rates for Treasury bonds are close to zero. Results show that taxes explain a substantial portion of corporate bond spreads.","['Sheen Liu', 'Jian Shi', 'Junbo Wang', 'Chunchi Wu']","['Default intensity', 'Risk-neutral valuation', 'Amortization', 'Tax spreads']",[],September,https://www.sciencedirect.com//science/article/pii/S0304405X07000554,Journal of Financial Economics,2007,85,3
Does backdating explain the stock price pattern around executive stock option grants?,"Extant studies show that stock returns are abnormally negative before executive option grants and abnormally positive afterward. We find that this return pattern is much weaker since August 29, 2002, when the Securities and Exchange Commission requirement that option grants must be reported within two business days took effect. Furthermore, in those cases in which grants are reported within one day of the grant date, the pattern has completely vanished, but it continues to exist for grants reported with longer lags, and its magnitude tends to increase with the reporting delay. We interpret these findings as evidence that most of the abnormal return pattern around option grants is attributable to backdating of option grant dates.","['Randall A. Heron', 'Erik Lie']","['Executive stock option grants', 'Backdating']",[],February,https://www.sciencedirect.com//science/article/pii/S0304405X06001644,Journal of Financial Economics,2007,83,2
