title,abstract,authors,keywords,affiliations,month,link,journal_name,year,volume,issue
The effect of capital structure on a firm's liquidation decision,"A firm's liquidation can impose costs on its customers, workers, and suppliers. An agency relationship between these individuals and the firm exists in that the liquidation decision controlled by the firm (as the agent) affects other individuals (the customers, workers, and suppliers as principals). The analysis in this paper suggests that capital structure can control the incentive/conflict problem of this relationship by serving as a pre-positioning or bonding mechanism. Appropriate selection of capital structure assures that incentives are aligned so that the firm implements the ex-ante value-maximizing liquidation policy.",['Sheridan Titman'],[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X84900357,Journal of Financial Economics,1984,13,1
Option arbitrage and strategy with large price changes,Arbitrage pricing theorems are derived for options on stocks with jumps as a well as local movements. The resulting valuation formulas depend on observable variables only. Closed-form valuation expressions are obtained in the case of large positive and negative jumps. These results translate into a simple algebra for characterizing the risk of arbitrage and investment portfolios. A continuous-time formulation of the infinite variance hypothesis leads to isomorphic pricing expressions.,['E.Philip Jones'],[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X84900333,Journal of Financial Economics,1984,13,1
The weekend effect on the distribution of stock prices,"Evidence of weekend effects on the distribution of security returns suggests that returns are generated by a process operating closer to trading time rather than calendar time. In contrast, accumulation of interest over the weekend follows a calendar-time process. Since both the variance of returns and the interest rate are important parameters of the Black-Scholes option pricing model, this paper suggests that the model be stated to account for this by utilizing a trading-time variance and a calendar-time interest rate. Empirical evidence indicates that this allows the model to better explain market option prices.",['Dan W. French'],[],[],December,https://www.sciencedirect.com//science/article/pii/0304405X84900151,Journal of Financial Economics,1984,13,4
On interpreting security returns during the ex-dividend period,"In this paper we examine the ex-dividend day returns of several taxable and non-taxable distributions. The ex-dividend day returns for the taxable common stocks are consistent with the hypothesis that dividends are taxed more heavily than capital gains. However, the ex-dividend day returns of preferred stocks suggest that preferred dividends are taxed at a lower rate than capital gains; non-taxable stock dividends and splits are priced on ex-dividend days as if they are fully taxable; and non-taxable cash distributions are priced as if investors receive a tax rebate with them. We also find that each of these distributions exhibits abnormal return behavior for several days surrounding the ex-dividend day. We investigate several possible explanations for this anomaly, but none is capable of explaining the phenomenon.","['Kenneth M. Eades', 'Patrick J. Hess', 'E.Han Kim']",[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X84900308,Journal of Financial Economics,1984,13,1
Call options and the risk of underlying securities,"Merton (1973) in his seminal article ‘Theory of Rational Option Pricing’ showed that the rationally determined price of a call option is a non-decreasing function of the ‘riskness’ of its associated common stock. In deriving his results, Merton made restrictive assumptions about the way the market prices payoff distributions, and used the Rothschild-Stiglitz (1970) measure to compare the riskiness of securities. I show by means of an example that the Merton result will not in general be true. I then derive a sufficient condition for the option on one stock to have higher market value than the option on another stock, when both the stocks have the same price, and explain why the Merton result is valid in the Black-Scholes environment.",['Ravi Jagannathan'],[],[],September,https://www.sciencedirect.com//science/article/pii/0304405X84900072,Journal of Financial Economics,1984,13,3
‘Open-ending’ closed-end funds,"Open-ending a closed-end fund forces the price of the fund's shares to their net asset value. Open-ending behavior is shown to correspond in predictable ways to the incentive to open-end and to potential resistance to open-ending. Moreover, closed-end fund share prices begin to generate statistically significant positive abnormal returns well in advance of the formal announcement of the open-ending. Although a small part of the total abnormal return is not entirely exhausted until after the announcement, such market price performance is broadly consistent with a semi-strong form efficient market.",['Greggory A. Brauer'],[],[],December,https://www.sciencedirect.com//science/article/pii/0304405X84900126,Journal of Financial Economics,1984,13,4
Wealth redistributions or changes in firm value,"Past studies indicate that stock prices are affected by announcements of unexpected dividend changes, i.e., unexpectedly large dividends are associated with positive stock price response. Two explanations of this empirical regularity, ‘the information content hypothesis’ and the ‘wealth redistribution hypothesis’, imply different bond price behavior around dividend announcements. The information content hypothesis predicts a positive bond price response to unexpectedly large dividends, while the wealth redistribution hypothesis predicts the opposite. This paper distinguishes between the relative importance of the two hypotheses by empirically investigating bond price behavior around dividend announcements. The evidence presented is consistent with the information content hypothesis. However, the gains associated with positive information are captured by the stockholders, while the losses are shared with the bondholders.","['George Handjinicolaou', 'Avner Kalay']",[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X8490031X,Journal of Financial Economics,1984,13,1
Optimal bond trading with personal taxes,"Tax considerations governing bondholders' optimal trading include: capital loss realization; capital gain deferment; change of the long-term holding period status to short-term by sale of the bond and repurchase, to realize future losses short-term; raising the basis above par by sale of the bond and repurchase, to deduct the amortized premium from ordinary income. The optimal policy which incorporates transactions costs and conforms to the IRS code substantially differs from the buy-and-hold and continuous-realization policies. Failure to account for optimal trading may seriously bias econometric estimation of the yield curve and the tax bracket of the marginal bondholders.","['George M. Constantinides', 'Jonathan E. Ingersoll']",[],[],September,https://www.sciencedirect.com//science/article/pii/0304405X84900023,Journal of Financial Economics,1984,13,3
The quality option implicit in futures contracts,"The quality option implicit in futures contracts allows the short position to satisfy the contract by delivering one of a variety of specified assets. If, at the time the contract is purchased, knowledge of which of the allowed assets will be cheapest at maturity is uncertain, then the quality option will have value. The greater the value of this option, the lower will be the futures price. This paper presents, and tests, a futures pricing model that incorporates the quality option aspect of commodity futures contracts. Our research shows that the quality option has a significant impact on futures prices.","['Gerald D. Gay', 'Steven Manaster']",[],[],September,https://www.sciencedirect.com//science/article/pii/0304405X84900047,Journal of Financial Economics,1984,13,3
The likelihood ratio test statistic of mean-variance efficiency without a riskless asset,"The question whether a given porfolio is mean-variance efficient is a basic problem of investment analysis. Mean-variance efficiency is also the basis of the Capital Asset Pricing Model. This paper presents the explicit form of the likelihood ratio test of the hypothesis that a given portfolio, or a particular market index, is ex-ante mean-variance efficient in the case where there is no riskless asset. Geometric relations are illustrated to provide intuition about the constrained maximum likelihood estimators and the test statistic, and two simple economic interpretations of the test are given.",['Shmuel Kandel'],[],[],December,https://www.sciencedirect.com//science/article/pii/0304405X84900175,Journal of Financial Economics,1984,13,4
