title,abstract,authors,keywords,affiliations,month,link,journal_name,year,volume,issue
Term structure estimation without using latent factors,"A combination of observed and unobserved (latent) factors capture term structure dynamics. Information about these dynamics is extracted from observed factors using restrictions implied by no-arbitrage, without specifying or estimating any of the parameters associated with latent factors. Estimation is equivalent to fitting the moment conditions of a set of regressions, where no-arbitrage imposes cross-equation restrictions on the coefficients. The methodology is applied to the dynamics of inflation and yields. Outside of the disinflationary period of 1979 through 1983, short-term rates move one-for-one with expected inflation, while bond risk premia are insensitive to inflation.",['Gregory R. Duffee'],"['Term structure', 'Dynamic models', 'Bond pricing']",[],March,https://www.sciencedirect.com//science/article/pii/S0304405X05001716,Journal of Financial Economics,2006,79,3
Are perks purely managerial excess?,"A widespread view is that executive perks exemplify agency problems—they are a route through which managers misappropriate a firm's surplus. Accordingly, firms with high free cash flow, operating in industries with limited investment prospects, should offer more perks, and firms subject to more external monitoring should offer fewer perks. The evidence for agency as an explanation of perks is, at best, mixed. Perks are, however, offered in situations in which they enhance managerial productivity. While we cannot rule out the occasional aberration, and while we have little to say on the overall level of perks, our findings suggest that treating perks purely as managerial excess is incorrect.","['Raghuram G. Rajan', 'Julie Wulf']","['Perquisites', 'Executive compensation', 'Private benefits']",[],January,https://www.sciencedirect.com//science/article/pii/S0304405X05001339,Journal of Financial Economics,2006,79,1
Volatility in an era of reduced uncertainty: Lessons from Pax Britannica,"Although it has been well established that financial volatility is related to news and macroeconomic shocks, less emphasis has been placed on the importance of underlying economic and political stability. In this paper we study the behavior of consol returns since 1729 and identify a greater-than-50% decline in volatility from the end of the Napoleonic Wars in 1815 until the First World War. News events and macroeconomic variables cannot account for this extended period of reduced volatility. Underlying political stability under Pax Britannica seems to be a more likely explanation.","['William O. Brown', 'Richard C.K. Burdekin', 'Marc D. Weidenmier']","['Asset prices', 'Financial market volatility', 'Consols', 'Pax Britannica']",[],March,https://www.sciencedirect.com//science/article/pii/S0304405X05001789,Journal of Financial Economics,2006,79,3
Dividend policy and the earned/contributed capital mix: a test of the life-cycle theory,"Consistent with a life-cycle theory of dividends, the fraction of publicly traded industrial firms that pay dividends is high when retained earnings are a large portion of total equity (and of total assets) and falls to near zero when most equity is contributed rather than earned. We observe a highly significant relation between the decision to pay dividends and the earned/contributed capital mix, controlling for profitability, growth, firm size, total equity, cash balances, and dividend history, a relation that also holds for dividend initiations and omissions. In our regressions, the mix of earned/contributed capital has a quantitatively greater impact than measures of profitability and growth opportunities. We document a massive increase in firms with negative retained earnings (from 11.8% of industrials in 1978 to 50.2% in 2002). Controlling for the earned/contributed capital mix, firms with negative retained earnings show virtually no change in their propensity to pay dividends from the mid-1970s to 2002, while those whose earned equity makes them reasonable candidates to pay dividends have a propensity reduction that is twice the overall reduction in Fama and French [2000, Journal of Financial Economics 76, 549–582]. Finally, our simulations show that, if well-established firms had not paid dividends, their cash balances would be enormous and their long-term debt trivial, thus granting extreme discretion to managers of these mature firms.","['Harry DeAngelo', 'Linda DeAngelo', 'René M. Stulz']","['Dividends', 'Payout policy', 'Agency costs', 'Earned equity', 'Contributed capital']",[],August,https://www.sciencedirect.com//science/article/pii/S0304405X06000225,Journal of Financial Economics,2006,81,2
The irrelevance of the MM dividend irrelevance theorem,"Contrary to Miller and Modigliani [1961. Dividend policy, growth, and the valuation of shares. Journal of Business 34, 411–433], payout policy is not irrelevant and investment policy is not the sole determinant of value, even in frictionless markets. MM ask “Do companies with generous distribution policies consistently sell at a premium above those with niggardly payouts?” But MM's analysis does not address this question because the joint effect of their assumptions is to mandate 100% free cash flow payout in every period, thereby rendering “niggardly payouts” infeasible and forcing distributions to a global optimum. Irrelevance obtains, but in an economically vacuous sense because the firm's opportunity set is artificially constrained to payout policies that fully distribute free cash flow. When MM's assumptions are relaxed to allow retention, payout policy matters in exactly the same sense that investment policy does. Moreover (i) the standard Fisherian model is empirically refutable, predicting that firms will make large payouts in present value terms, (ii) only when payout policy is optimized will the present value of distributions equal the PV of project cash flows, (iii) the NPV rule for investments is not sufficient to ensure value maximization, rather an analogous rule for payout policy is also necessary, and (iv) Black's [1976. The dividend puzzle. Journal of Portfolio Management 2, 5–8] “dividend puzzle” is a non-puzzle because it is rooted in the mistaken idea that MM's irrelevance theorem applies to payout/retention decisions, which it does not.","['Harry DeAngelo', 'Linda DeAngelo']","['Dividends', 'Payout policy', 'Dividend puzzle']",[],February,https://www.sciencedirect.com//science/article/pii/S0304405X05001522,Journal of Financial Economics,2006,79,2
Efficient tests of stock return predictability,"Conventional tests of the predictability of stock returns could be invalid, that is reject the null too frequently, when the predictor variable is persistent and its innovations are highly correlated with returns. We develop a pretest to determine whether the conventional t-test leads to invalid inference and an efficient test of predictability that corrects this problem. Although the conventional t-test is invalid for the dividend–price and smoothed earnings–price ratios, our test finds evidence for predictability. We also find evidence for predictability with the short rate and the long-short yield spread, for which the conventional t-test leads to valid inference.","['John Y. Campbell', 'Motohiro Yogo']","['Bonferroni test', 'Dividend yield', 'Predictability', 'Stock returns', 'Unit root']",[],July,https://www.sciencedirect.com//science/article/pii/S0304405X05002151,Journal of Financial Economics,2006,81,1
On the marketing of IPOs,"Derrien [2005. Journal of Finance 60, 487–521] and Ljungqvist et al. [2006. Journal of Business] build upon the work of Miller [1977. Journal of Finance 32, 1151–1168] and claim that issuers and the regular customers of investment bankers benefit from the presence of sentiment investors (noise traders) in the market for an initial public offering (IPO). Thus we argue that investment bankers have an incentive to promote an IPO to induce sentiment investors into the market for it. Consistent with this motivation and these models, we expect that the promotional efforts of investment bankers should influence the compensation of investment bankers, the valuation of an IPO, its initial returns and trading, the wealth gains of insider shareholders, and the likelihood that an issuer switches investment bankers for a subsequent seasoned equity offering. Examining data for a sample of IPOs from 1993 through 2000, we find evidence consistent with these predictions and so with the proposition that an investment banker's ability to market an IPO to sentiment investors is important.","['Douglas O. Cook', 'Robert Kieschnick', 'Robert A. Van Ness']","['Initial public offering', 'Marketing', 'Underpricing', 'Investment banking']",[],October,https://www.sciencedirect.com//science/article/pii/S0304405X06000456,Journal of Financial Economics,2006,82,1
External finance constraints and the intertemporal pattern of intermittent investment,Do external finance constraints affect the timing of large investment projects? Simulations of a model with fixed capital-stock adjustment costs establish the hypothesis that external finance constraints lower a firm's investment hazard: the probability of undertaking a large project today as a function of the time since the last project. Hazard model estimation that controls for productivity and adjustment costs supports this hypothesis. Small firms that distribute cash to shareholders have higher hazards than small firms that do not; very small firms have lower hazards than small firms; small stand-alone firms have significantly lower hazards than small segments of conglomerates.,['Toni M. Whited'],"['Finance constraints', 'Lumpy investment', 'Hazard estimation']",[],September,https://www.sciencedirect.com//science/article/pii/S0304405X06000237,Journal of Financial Economics,2006,81,3
The value of tax shields IS equal to the present value of tax shields,"Fernandez [2004b. The value of tax shields is not equal to the present value of tax shields. Journal of Financial Economics 73, 145–165] argues that the present value effect of the tax saving on debt cannot be calculated as simply the present value of the tax shields associated with interest. This contradicts standard results in the literature. It implies that, even though the capital market is complete, value-additivity is violated. As a consequence, adjusted present value formulae of a standard sort cannot be used. Also, Fernandez's argument implies that the value of the tax saving differs from conventional estimates by a considerable amount. We reconcile Fernandez's results with standard valuation formulae for the tax saving from debt. We show that, as one would expect, the value of the debt tax saving is the present value of the tax savings from interest. The apparent violation of value-additivity in the Fernandez paper comes from mixing the Miles and Ezzell and Miller and Modigliani leverage policies.","['Ian A. Cooper', 'Kjell G. Nyborg']","['Value of tax shields', 'Leverage policy', 'Adjusted present value', 'Unlevered beta', 'Cost of capital']",[],July,https://www.sciencedirect.com//science/article/pii/S0304405X06000171,Journal of Financial Economics,2006,81,1
Strength of analyst coverage following IPOs,"Firms with poor aftermarket performance are given higher target prices and are more likely to receive strong buy recommendations, especially by analysts affiliated with the lead underwriter. This favorable coverage is relatively short lived, typically lasting less than six months. Controlling for the quantity of coverage received, stock prices of newly public firms increase more when the target price ratio is high and recommendation is a strong buy. These results suggest that when a firm goes public, underwriter-affiliated analysts provide protection in the form of “booster shots” of stronger coverage if the firm experiences poor aftermarket stock performance.","['Christopher James', 'Jason Karceski']","['IPO', 'Underpricing', 'Target price', 'Stock recommendation', 'Security analysts']",[],October,https://www.sciencedirect.com//science/article/pii/S0304405X0600047X,Journal of Financial Economics,2006,82,1
Who trades IPOs? A close look at the first days of trading,"I examine the enormous trading volume in the first two days of trading following an initial public offering (IPO) with a sample of Nasdaq IPOs. The composition of trading varies widely with the initial return and not all trading is investor-related. Cold IPOs have a high proportion of interdealer sell trades, whereas hot IPOs have balanced investor buying and selling. Market makers hold zero inventory throughout trading, offsetting any investor inventory imbalance with a trade with the lead underwriter. The paper also helps resolve the disconnect reported in the literature between high initial trading volume and low “flipping” activity.",['Katrina Ellis'],"['Initial public offerings', 'Nasdaq', 'Trading volume']",[],February,https://www.sciencedirect.com//science/article/pii/S0304405X05001200,Journal of Financial Economics,2006,79,2
"Strategic alliances, equity stakes, and entry deterrence","I study how strategic alliances and their impact on future competitive incentives can motivate interfirm equity sales. In the model, an alliance between an entrepreneurial firm and an established firm improves efficiency for both. However, the requisite knowledge transfer heightens the established firm's incentive to enter one of its partner's markets. I show that equity can eliminate the entry incentive, but accommodation is sometimes chosen to encourage entrepreneurial effort on future growth options. I analyze stake sizes, block pricing, and welfare effects. The results have implications for equity alliances, corporate venture capital, and the organization of research activities.",['Richmond D. Mathews'],"['Strategic alliances', 'Cooperation', 'Equity stakes', 'Entry deterrence', 'Corporate venture capital']",[],April,https://www.sciencedirect.com//science/article/pii/S0304405X05002199,Journal of Financial Economics,2006,80,1
