title,abstract,authors,keywords,affiliations,month,link,journal_name,year,volume,issue
The option to withdraw IPOs during the premarket: empirical analysis,"American IPOs are priced after a process of bookbuilding, during which issuers can withdraw at any time. We hypothesize that the option to withdraw reduces underpricing by strengthening the issuers’ bargaining power with respect to investors. Empirical analysis reveals that underpricing is lower when investor perception of an IPO's likelihood of withdrawal is higher. Withdrawing issuers are neither smaller nor less profitable than issuers completing their IPOs, and engage underwriters that are as reputable as those managing completed offerings. Withdrawal is correlated with leverage, intended use of proceeds, expected issue size, venture backing, revenues, NASDAQ returns, and IPO activity.","['Walid Y. Busaba', 'Lawrence M. Benveniste', 'Re-Jin Guo']","['Initial public offerings', 'Option to withdraw', 'Bookbuilding', 'Price discovery']",[],April,https://www.sciencedirect.com//science/article/pii/S0304405X0100040X,Journal of Financial Economics,2001,60,1
The information content of litigation participation securities: the case of CalFed Bancorp,"CalFed Bancorp is one of 126 S&Ls suing the U.S. government for breach of contract related to supervisory goodwill, a form of goodwill created by the acquisition of insolvent thrifts during the early 1980s. Before a determination of damages in its lawsuit, CalFed announced and issued a litigation participation security giving shareholders a proportional claim on recovered damages, if any. This announcement generated a positive excess return in part because it made CalFed a more likely acquisition target. Trading in the security also reveals important, yet previously unavailable, information about CalFed's lawsuit: its price reveals a market-based estimate of damages while its beta reveals information regarding expected returns and trial duration. In a broader context, this paper identifies acquisition facilitation as a benefit of issuing targeted stock and highlights a series of lawsuits that will set important precedents regarding the determination of liability and the estimation of damages in breach of contract cases.",['Benjamin C. Esty'],"['Savings and loans', 'Targeted stock', 'Litigation', 'Goodwill', 'Acquisition']",[],May,https://www.sciencedirect.com//science/article/pii/S0304405X01000484,Journal of Financial Economics,2001,60,2
"Cephalon, Inc. Taking risk management theory seriously","Cephalon Inc., a biotech firm, bought call options on its own stock to meet its conditional cash flow needs. We analyze this decision by using the cash flow hedging concepts of Froot et al., (1993. Journal of Finance 5, 1629–1658). We identify the managerial analyses necessary to apply this theory and discuss managerial considerations absent from the theory. We find that managers consider deadweight costs of risk management, which theory tends to ignore. Theory provides little guidance in how to measure these and other deadweight costs. Finally, uncertainty about the availability of external financing and accounting considerations are critical considerations by managers.","['George Chacko', 'Peter Tufano', 'Geoffrey Verter']","['Risk management', 'Corporate financing', 'Option valuation']",[],May,https://www.sciencedirect.com//science/article/pii/S0304405X01000502,Journal of Financial Economics,2001,60,2
An examination of executive stock option repricing,"Comparing a sample of firms that reprice executive stock options in 1998 to a control sample of firms with out-of-the-money options in 1998 that do not reprice, we find that the likelihood of repricing increases for young, high technology firms and firms whose options are more out-of-the-money. Further, we find that firms reprice in response to poor firm-specific, not poor industry, performance. However, we find no evidence that repricing is related to agency problems. Our results are consistent with firms repricing options to restore incentive effects and to deter managers in competitive labor markets from going to work for other firms.","['Mary Ellen Carter', 'Luann J. Lynch']","['Executive compensation', 'Stock options', 'Repricing']",[],August,https://www.sciencedirect.com//science/article/pii/S0304405X01000605,Journal of Financial Economics,2001,61,2
Locking out rival bidders: The use of lockup options in corporate mergers,"Conventional wisdom suggests that lockup options are granted by self-interested target managers to discourage competition and hand-select an acquirer, thus harming target shareholder wealth. Evidence from 2,067 deals announced during 1988–1995 suggests that lockup options inhibit competition, but on average, deals with lockup options have higher target announcement and overall returns and lower bidder announcement returns, even after controlling for shareholder anticipation and other factors. An examination of 100 merger proxies suggests lockup options are no more prevalent in privately negotiated, preemptive deals, and average target returns are higher when such deals include a lockup option. The overall evidence is more consistent with managers using lockup options to enhance bargaining power than with lockup options harming shareholder wealth.",['Timothy R Burch'],"['Lockup option', 'Merger', 'Takeover', 'Bidder discrimination']",[],April,https://www.sciencedirect.com//science/article/pii/S0304405X01000411,Journal of Financial Economics,2001,60,1
"Short-sellers, fundamental analysis, and stock returns","Firms with low ratios of fundamentals (such as earning and book values) to market values are known to have systematically lower future stock returns. We document that short-sellers position themselves in the stock of such firms, and then cover their positions as the ratios mean-revert. We also show that short-sellers refine their trading strategies to minimize transactions costs and maximize their investment returns. Our evidence is consistent with short-sellers using information in these ratios to take positions in stocks with lower expected future returns.","['Patricia M Dechow', 'Amy P Hutton', 'Lisa Meulbroek', 'Richard G Sloan']","['Short-sellers', 'Fundamental analysis', 'Trading strategies']",[],July,https://www.sciencedirect.com//science/article/pii/S0304405X01000563,Journal of Financial Economics,2001,61,1
Trading activity and expected stock returns,"Given the evidence that the level of liquidity affects asset returns, a reasonable hypothesis is that the second moment of liquidity should be positively related to asset returns, provided agents care about the risk associated with fluctuations in liquidity. Motivated by this observation, we analyze the relation between expected equity returns and the level as well as the volatility of trading activity, a proxy for liquidity. We document a result contrary to our initial hypothesis, namely, a negative and surprisingly strong cross-sectional relationship between stock returns and the variability of dollar trading volume and share turnover, after controlling for size, book-to-market ratio, momentum, and the level of dollar volume or share turnover. This effect survives a number of robustness checks, and is statistically and economically significant. Our analysis demonstrates the importance of trading activity-related variables in the cross-section of expected stock returns.","['Tarun Chordia', 'Avanidhar Subrahmanyam', 'V.Ravi Anshuman']","['Asset pricing', 'Anomalies', 'Liquidity']",[],January,https://www.sciencedirect.com//science/article/pii/S0304405X00000805,Journal of Financial Economics,2001,59,1
Understanding the determinants of managerial ownership and the link between ownership and performance: comment,"Himmelberg et al. (J. Financial Econom. 53 (1999) 353–384) argue that fixed effects estimators should be used in examination of the relationship between managerial ownership and firm performance. I show that managerial ownership, while substantially different across firms, typically changes slowly from year to year within a company. With rational managers maximising long-term utility, small, one-year changes in ownership are not likely to reflect notable changes in incentives that would lead to substantive within-year changes in performance. By relying on within variation, fixed effects estimators may not detect an effect of ownership on performance even if one exists.",['Xianming Zhou'],"['Managerial ownership', 'Corporate governance']",[],December,https://www.sciencedirect.com//science/article/pii/S0304405X0100085X,Journal of Financial Economics,2001,62,3
"Common factors in prices, order flows, and liquidity","How important are cross-stock common factors in the price discovery/liquidity provision process in equity markets? We investigate two aspects of this question for the 30 Dow stocks. First, using principal components and canonical correlation analyses we find that both returns and order flows are characterized by common factors. Commonality in the order flows explains roughly two-thirds of the commonality in returns. Second, we examine variation and common covariation in various liquidity proxies and market depth (trade impact) coefficients. Liquidity proxies such as the bid–ask spread and bid–ask quote sizes help explain time variation in trade impacts. The common factors in these liquidity proxies are, however, relatively small.","['Joel Hasbrouck', 'Duane J. Seppi']","['Microstructure', 'Liquidity', 'Equities', 'Common factors']",[],March,https://www.sciencedirect.com//science/article/pii/S0304405X0000091X,Journal of Financial Economics,2001,59,3
Does Delaware law improve firm value?,"I present evidence consistent with the theory that Delaware corporate law improves firm value and facilitates the sale of public firms. Using Tobin's Q as an estimate of firm value, I find that Delaware firms are worth significantly more than similar firms incorporated elsewhere. The result is robust to controls for firm size, diversification, profitability, investment opportunity, industry, managerial ownership, and unobservable firm heterogeneity. Delaware firms are also significantly more likely to receive takeover bids and be acquired. Results are robust to controls for endogeneity.",['Robert Daines'],"['Law', 'Corporate governance', 'Investor protection']",[],December,https://www.sciencedirect.com//science/article/pii/S0304405X01000861,Journal of Financial Economics,2001,62,3
