title,abstract,authors,keywords,affiliations,month,link,journal_name,year,volume,issue
Diagnosing affine models of options pricing: Evidence from VIX,"Affine jump-diffusion models have been the mainstream in options pricing because of their analytical tractability. Popular affine jump-diffusion models, however, are still unsatisfactory in describing the options data and the problem is often attributed to the diffusion term of the unobserved state variables. Using prices of variance-swaps (i.e., squared VIX) implied from options prices, we provide fresh evidence regarding the misspecification of affine jump-diffusion models, as variance-swap prices are affine functions of the state variables in a broader class of models that do not restrict the diffusion term of the state variables. We apply the nonparametric methodology used by Aït-Sahalia (1996b), supplemented with bootstrap tests and other parametric tests, to the S&P 500 index options data from January 1996 to September 2008. We find that, while the affine diffusion term of the state variables may contribute to the misspecification as the literature has suggested, the affine drift of the state variables, jump intensities, and risk premiums are also sources of misspecification.","['Gang Li', 'Chu Zhang']","['Options pricing', 'Affine jump-diffusion models', 'Variance-swap prices']",[],January,https://www.sciencedirect.com//science/article/pii/S0304405X12001651,Journal of Financial Economics,2013,107,1
The effects of firm-initiated clawback provisions on bank loan contracting,"Although firm-initiated clawbacks reduce accounting manipulation, they also induce managers to engage in suboptimal activities (e.g., reduce research and development (R&D) expenses) to achieve earnings targets. To assess the effectiveness of clawback provisions, we examine their impact from debtholders' point of view. We find that banks use more financial covenants and performance pricing provisions in the loan contracts and decrease interest rates after firms initiate clawbacks. Moreover, we also find that loan maturity increases and loan collateral decreases subsequent to clawback adoption. Taken together, our findings indicate that firm-initiated clawback provisions enhance financial reporting quality, thereby reducing the information uncertainty that financing providers face.","['Lilian H. Chan', 'Kevin C.W. Chen', 'Tai-Yuan Chen']","['Voluntary clawbacks', 'Bank loans', 'Information uncertainty']",[],December,https://www.sciencedirect.com//science/article/pii/S0304405X13002249,Journal of Financial Economics,2013,110,3
"Style investing, comovement and return predictability","Barberis and Shleifer (2003) argue that style investing generates momentum and reversals in style and individual asset returns, as well as comovement between individual assets and their styles. Consistent with these predictions, in some specifications, past style returns help explain future stock returns after controlling for size, book-to-market and past stock returns. We also use comovement to identify style investing and assess its impact on momentum. High comovement momentum portfolios have significantly higher future returns than low comovement momentum portfolios. Overall, our results suggest that style investing plays a role in the predictability of asset returns.","['Sunil Wahal', 'M. Deniz Yavuz']","['Style investing', 'Momentum', 'Return predictability', 'Comovement', 'Behavioral finance']",[],January,https://www.sciencedirect.com//science/article/pii/S0304405X12001596,Journal of Financial Economics,2013,107,1
Do personal taxes affect capital structure? Evidence from the 2003 tax cut,"Because the personal tax treatments of interest and dividend income likely affect the relative cost of debt and equity financing, a sharp change in tax treatment could affect firms' optimal leverage. This paper examines the effect of the 2003 equity income tax cut on firms' debt usage. Because this tax cut affected only individual investors, we can use a difference-in-differences method to identify the effect of personal tax on firms' leverage. Previous research has found that the 2003 tax cut encouraged dividend payouts and reduced the cost of equity, but it provides no link to equilibrium leverage ratios. We estimate that the tax cut causes the affected firms' leverage to decrease by about 5 percentage points. Furthermore, we show that the effects of the tax cut are stronger for firms with lower marginal corporate tax rates and for firms that are not financially constrained, consistent with our theoretical predictions. Overall, we find strong evidence that personal tax is an important determinant of firms' optimal leverage.","['Leming Lin', 'Mark J. Flannery']","['Capital structure', 'Personal taxes', 'Individual ownership']",[],August,https://www.sciencedirect.com//science/article/pii/S0304405X13000901,Journal of Financial Economics,2013,109,2
Are busy boards detrimental?,"Busy directors have been widely criticized as being ineffective. However, we hypothesize that busy directors offer advantages for many firms. While busy directors may be less effective monitors, their experience and contacts arguably make them excellent advisors. Among IPO firms, which have minimal experience with public markets and likely rely heavily on their directors for advising, we find busy boards to be common and to contribute positively to firm value. Moreover, these positive effects of busy boards extend to all but the most established firms. Benefits are lowest among Forbes 500 firms, which likely require more monitoring than advising.","['Laura Field', 'Michelle Lowry', 'Anahit Mkrtchyan']","['Corporate Governance', 'Board of Directors', 'Initial public offerings', 'Venture capital']",[],July,https://www.sciencedirect.com//science/article/pii/S0304405X13000470,Journal of Financial Economics,2013,109,1
Ratings quality over the business cycle,"Credit rating agencies (CRAs) have long held that reputational concerns discipline their behavior. The value of reputation, however, depends on economic fundamentals that vary over the business cycle. In a model of ratings incorporating endogenous reputation and a market environment that varies, we find that ratings quality is countercyclical. Specifically, a CRA is more likely to issue less-accurate ratings when fee-income is high, competition in the labor market for analysts is tough, and securities' default probabilities are low. Persistence in economic conditions can diminish our results, while mean reversion exacerbates them. The presence of naive investors reduces overall quality, but quality remains countercyclical. Finally, we demonstrate that competition among CRAs yields similar results.","['Heski Bar-Isaac', 'Joel Shapiro']","['Credit rating agencies', 'Reputation', 'Ratings accuracy']",[],April,https://www.sciencedirect.com//science/article/pii/S0304405X12002395,Journal of Financial Economics,2013,108,1
Peer choice in CEO compensation,"Current research shows that firms are more likely to benchmark against peers that pay their Chief Executive Officers (CEOs) higher compensation, reflecting self serving behavior. We propose an alternative explanation: the choice of highly paid peers represents a reward for unobserved CEO talent. We test this hypothesis by decomposing the effect of peer selection into talent and self serving components. Consistent with our prediction, we find that the association between a firm's selection of highly paid peers and CEO pay mostly represents compensation for CEO talent.","['Ana M. Albuquerque', 'Gus De Franco', 'Rodrigo S. Verdi']","['Executive compensation', 'Benchmarking', 'Peer groups']",[],April,https://www.sciencedirect.com//science/article/pii/S0304405X12002140,Journal of Financial Economics,2013,108,1
"Access to capital, investment, and the financial crisis","During the recent financial crisis, corporate borrowing and capital expenditures fall sharply. Most existing research links the two phenomena by arguing that a shock to bank lending (or, more generally, to the corporate credit supply) caused a reduction in capital expenditures. The economic significance of this causal link is tenuous, as we find that (1) bank-dependent firms do not decrease capital expenditures more than matching firms in the first year of the crisis or in the two quarters after Lehman Brother's bankruptcy; (2) firms that are unlevered before the crisis decrease capital expenditures during the crisis as much as matching firms and, proportionately, more than highly levered firms; (3) the decrease in net debt issuance for bank-dependent firms is not greater than for matching firms; (4) the average cumulative decrease in net equity issuance is more than twice the average decrease in net debt issuance from the start of the crisis through March 2009; and (5) bank-dependent firms hoard cash during the crisis compared with unlevered firms.","['Kathleen M. Kahle', 'René M. Stulz']","['Financial crisis', 'Credit supply', 'Credit constraints', 'Corporate borrowing', 'Cash holdings', 'Corporate investment', 'Bank relationships']",[],November,https://www.sciencedirect.com//science/article/pii/S0304405X13000573,Journal of Financial Economics,2013,110,2
Why does junior put all his eggs in one basket? A potential rational explanation for holding concentrated portfolios,"Empirical studies of household portfolios show that young households, with little financial wealth, hold underdiversified portfolios that are concentrated in a small number of assets, a fact often attributed to behavioral biases. We present a potential rational alternative: we show that investors with little financial wealth, who receive labor income, rationally limit the number of assets they invest in when faced with financial constraints such as margin requirements and restrictions on borrowing. We provide theoretical and numerical support for our results and identify the ratio of financial wealth to labor income as a useful control variable for household portfolio studies.","['Hervé Roche', 'Stathis Tompaidis', 'Chunyu Yang']","['Asset selection', 'Underdiversification', 'Labor income', 'Financial constraints', 'Household portfolios']",[],September,https://www.sciencedirect.com//science/article/pii/S0304405X13000962,Journal of Financial Economics,2013,109,3
"Boards, CEO entrenchment, and the cost of capital","Existing research on chief executive officer (CEO) turnover focuses on CEO ability. This paper argues that board ability is also important. Corporate boards are reluctant to replace CEOs, as this makes financing expensive by sending a negative signal about board ability. Entrenchment in this model does not result from CEO power, or from agency problems. Entrenchment is mitigated when there are more assets-in-place relative to investment opportunities. The paper also compares public and private equity. Private ownership eliminates CEO entrenchment, but market signals improve investment decisions. Finally, the model implies that board choice in publicly listed firms will be conservative.",['James Dow'],"['Managerial entrenchment', 'Cost of capital', 'Corporate boards', 'CEO turnover']",[],December,https://www.sciencedirect.com//science/article/pii/S0304405X13002237,Journal of Financial Economics,2013,110,3
Reputational contagion and optimal regulatory forbearance,"Existing studies suggest that systemic crises may arise because banks either hold correlated assets, or are connected by interbank lending. This paper shows that common regulation is also a conduit for interbank contagion. One bank's failure may undermine confidence in the banking regulator's competence, and, hence, in other banks chartered by the same regulator. As a result, depositors withdraw funds from otherwise unconnected banks. The optimal regulatory response to this behavior can be privately to exhibit forbearance to a failing bank. We show that regulatory transparency improves confidence ex ante but impedes regulators' ability to stem panics ex post.","['Alan D. Morrison', 'Lucy White']","['Contagion', 'Reputation', 'Bank regulation']",[],December,https://www.sciencedirect.com//science/article/pii/S0304405X13002250,Journal of Financial Economics,2013,110,3
Stock returns and the Miller Modigliani valuation formula: Revisiting the Fama French analysis,"Fama and French (2006) use the dividend-discount model to develop the role of expected profitability, expected investment, and the book-to-market ratio as predictors of stock returns. One reported empirical result is anomalous. The valuation model establishes that the comparative static relation between expected returns and expected investment is negative, yet it appears to be positive and insignificant. We show that the posited valuation relations apply at the firm level, and not at the per share level at which they were tested. Once the variables are measured at the firm level, all the Fama French predictions are validated.","['Gil Aharoni', 'Bruce Grundy', 'Qi Zeng']","['Book-to-market', 'Profitability', 'Investment', 'Expected return']",[],November,https://www.sciencedirect.com//science/article/pii/S0304405X13002043,Journal of Financial Economics,2013,110,2
The asset growth effect: Insights from international equity markets,"Firms with higher asset growth rates subsequently experience lower stock returns in international equity markets, consistent with the U.S. evidence. This negative effect of asset growth on returns is stronger in more developed capital markets and markets where stocks are more efficiently priced, but is unrelated to country characteristics representing limits to arbitrage, investor protection, and accounting quality. The evidence suggests that the cross-sectional relation between asset growth and stock return is more likely due to an optimal investment effect than due to overinvestment, market timing, or other forms of mispricing.","['Akiko Watanabe', 'Yan Xu', 'Tong Yao', 'Tong Yu']","['Asset growth', 'International equity markets', 'Return predictability', 'Optimal investment effect', 'q-Theory']",[],May,https://www.sciencedirect.com//science/article/pii/S0304405X12002486,Journal of Financial Economics,2013,108,2
