title,abstract,authors,keywords,affiliations,month,link,journal_name,year,volume,issue
"Bailouts, the incentive to manage risk, and financial crises","A firm's termination leads to bankruptcy costs. This may create an incentive for outside stakeholders or the firm's debtholders to bail out the firm as bankruptcy looms. Because of this implicit guarantee, firm shareholders have an incentive to increase volatility in order to exploit the implicit protection. However, if they increase volatility too much they may induce the guarantee-extending parties to “walk away.” I derive the optimal risk management rule in such a framework and show that it allows high volatility choices, while net worth is high. However, risk limits tighten abruptly when the firm's net worth declines below an endogenously determined threshold. Hence, the model reproduces the qualitative features of existing risk management rules, and can account for phenomena such as “flight to quality.”",['Stavros Panageas'],"['Continuous time methods', 'Default', 'Implicit guarantees', 'Risk management', 'Bailouts']",[],March,https://www.sciencedirect.com//science/article/pii/S0304405X09002384,Journal of Financial Economics,2010,95,3
Corporate venture capital and the returns to acquiring portfolio companies,"A prominent motive for corporate venture capital (CVC) is the identification of entrepreneurial-firm acquisition opportunities. Consistent with this view, we find that one of every five startups purchased by 61 top corporate investors from 1987 through 2003 is a venture portfolio company of its acquirer. Surprisingly, our analysis reveals that takeovers of portfolio companies destroy significant value for shareholders of acquisitive CVC investors, even though these same investors are “good acquirers” of other entrepreneurial firms. We explore numerous explanations for these puzzling findings, which seem rooted in managerial overconfidence or agency problems at the program level.","['David Benson', 'Rosemarie H. Ziedonis']","['Corporate venture capital', 'Acquisitions', 'Entrepreneurial finance', 'Governance', 'Overconfidence']",[],December,https://www.sciencedirect.com//science/article/pii/S0304405X10001595,Journal of Financial Economics,2010,98,3
"Trade credit, collateral liquidation, and borrowing constraints","Assuming that firms’ suppliers are better able to extract value from the liquidation of assets in default and have an information advantage over other creditors, the paper derives six predictions on the use of trade credit. (1) Financially unconstrained firms (with unused bank credit lines) take trade credit to exploit the supplier's liquidation advantage. (2) If inputs purchased on account are sufficiently liquid, the reliance on trade credit does not depend on credit rationing. (3) Firms buying goods make more purchases on account than those buying services, while suppliers of services offer more trade credit than those of standardized goods. (4) Suppliers lend inputs to their customers but not cash. (5) Greater reliance on trade credit is associated with more intensive use of tangible inputs. (6) Better creditor protection decreases both the use of trade credit and input tangibility.","['Daniela Fabbri', 'Anna Maria C. Menichini']","['Trade credit', 'Collateral', 'Financial constraints', 'Asset tangibility', 'Creditor protection']",[],June,https://www.sciencedirect.com//science/article/pii/S0304405X10000425,Journal of Financial Economics,2010,96,3
Sentiment and stock prices: The case of aviation disasters,"Behavioral economic studies reveal that negative sentiment driven by bad mood and anxiety affects investment decisions and may hence affect asset pricing. In this study we examine the effect of aviation disasters on stock prices. We find evidence of a significant negative event effect with an average market loss of more than $60 billion per aviation disaster, whereas the estimated actual loss is no more than $1 billion. In two days a price reversal occurs. We find the effect to be greater in small and riskier stocks and in firms belonging to less stable industries. This event effect is also accompanied by an increase in the perceived risk: implied volatility increases after aviation disasters without an increase in actual volatility.","['Guy Kaplanski', 'Haim Levy']","['Event effect', 'Reversal effect', 'Market sentiment', 'Behavioral finance', 'Disasters']",[],February,https://www.sciencedirect.com//science/article/pii/S0304405X09002086,Journal of Financial Economics,2010,95,2
Auctioned IPOs: The US evidence,"Between 1999 and 2007, WR Hambrecht completed 19 initial public offerings (IPOs) in the US using an auction mechanism. We analyze investor behavior and mechanism performance in these auctioned IPOs using detailed bidding data. The existence of some bids posted at high prices suggests that some investors (mostly retail) try to free-ride on the mechanism. But institutional demand in these auctions is very elastic, suggesting that institutional investors reveal information in the bidding process. Investor participation is largely predictable based on deal size, and demand is dominated by institutions. Flipping is at most as prevalent in auctions as in bookbuilt deals. But, unlike in bookbuilding, investors in auctions do not flip their shares more in “hot” deals. Finally, we find that institutional investors, who provide more information, are rewarded by obtaining a larger share of the deals that have higher 10-day underpricing. Our results therefore suggest that auctioned IPOs can be an effective alternative to traditional bookbuilding.","['François Degeorge', 'François Derrien', 'Kent L. Womack']","['Initial public offerings', 'Investment banking', 'Auctions']",[],November,https://www.sciencedirect.com//science/article/pii/S0304405X10001170,Journal of Financial Economics,2010,98,2
"Seasoned equity offerings, market timing, and the corporate lifecycle","Both a firm's market-timing opportunities and its corporate lifecycle stage exert statistically and economically significant influences on the probability that it conducts a seasoned equity offering (SEO), with the lifecycle effect empirically stronger. Neither effect adequately explains SEO decisions because a near-majority of issuers are not growth firms and the vast majority of firms with high M/B ratios and high recent and poor future stock returns fail to issue stock. Since without the offer proceeds 62.6% of issuers would run out of cash (81.1% would have subnormal cash balances) the year after the SEO, a near-term cash need is the primary SEO motive, with market-timing opportunities and lifecycle stage exerting only ancillary influences.","['Harry DeAngelo', 'Linda DeAngelo', 'René M. Stulz']","['Seasoned equity offerings (SEOs)', 'Market timing', 'Corporate lifecycle', 'Cash balances']",[],March,https://www.sciencedirect.com//science/article/pii/S0304405X09002323,Journal of Financial Economics,2010,95,3
Does corporate governance matter in competitive industries?,"By reducing the threat of a hostile takeover, business combination (BC) laws weaken corporate governance and increase the opportunity for managerial slack. Consistent with the notion that competition mitigates managerial slack, we find that while firms in non-competitive industries experience a significant drop in operating performance after the laws’ passage, firms in competitive industries experience no significant effect. When we examine which agency problem competition mitigates, we find evidence in support of a “quiet-life” hypothesis. Input costs, wages, and overhead costs all increase after the laws’ passage, and only so in non-competitive industries. Similarly, when we conduct event studies around the dates of the first newspaper reports about the BC laws, we find that while firms in non-competitive industries experience a significant stock price decline, firms in competitive industries experience a small and insignificant stock price impact.","['Xavier Giroud', 'Holger M. Mueller']","['Corporate governance', 'Product market competition', 'Anti-takeover legislation']",[],March,https://www.sciencedirect.com//science/article/pii/S0304405X09002293,Journal of Financial Economics,2010,95,3
Why do firms appoint CEOs as outside directors?,"Companies actively seek to appoint outside CEOs to their boards. Consistent with our matching theory of outside CEO board appointments, we show that such appointments have a certification benefit for the appointing firm. CEOs are more likely to join boards of large established firms that are geographically close, pursue similar financial and investment policies, and have comparable governance to their own firms. The first outside CEO director appointment has a higher stock-price reaction than the appointment of another outside director. Except for a decrease in operating performance following the appointment of an interlocked director, CEO directors do not affect the appointing firm's operating performance, decision-making, and CEO compensation.","['Rüdiger Fahlenbrach', 'Angie Low', 'René M. Stulz']","['Director independence', 'New director appointment', 'Director influence', 'Interlocked boards', 'Governance']",[],July,https://www.sciencedirect.com//science/article/pii/S0304405X10000139,Journal of Financial Economics,2010,97,1
Capital structure decisions: Evidence from deregulated industries,"Deregulation significantly affects the firms’ operating environment and leverage decisions. Firms experience a significant decline in profitability, asset tangibility and a significant increase in growth opportunities following deregulation. Firms respond by reducing leverage. Deregulation also significantly affects the cross-sectional relation between leverage and its determinants. Leverage is much less negatively correlated with profitability and market-to-book and much more positively (negatively) correlated with firm size (earnings volatility) following deregulation. These results are consistent with the dynamic tradeoff theory of capital structure. Also consistent with the dynamic tradeoff theory, those firms that are more likely to be above their target capital structure issue significantly more equity in the first few years following deregulation.",['Alexei V. Ovtchinnikov'],"['Capital structure', 'Financing policy', 'Deregulation']",[],February,https://www.sciencedirect.com//science/article/pii/S0304405X09002098,Journal of Financial Economics,2010,95,2
Liquidity and valuation in an uncertain world,"During the 2007–2009 financial crisis there was little or no trading in a variety of financial assets, even though bid and ask prices existed for many of these assets. We develop a model in which this illiquidity arises from uncertainty, and we argue that this new form of illiquidity makes bid and ask prices unsuitable as metrics for establishing “fair value” for these assets. We show how the extreme uncertainty that traders face can be characterized by incomplete preferences over portfolios, and we use Bewley's (2002) model of decision making under uncertainty to derive equilibrium quotes and the nonexistence of trading at these quotes. We then suggest alternatives for valuing assets in illiquid markets.","['David Easley', 'Maureen O’Hara']","['Liquidity', 'Uncertainty', 'Subprime crisis', 'Fair value accounting']",[],July,https://www.sciencedirect.com//science/article/pii/S0304405X10000474,Journal of Financial Economics,2010,97,1
Will the U.S. bank recapitalization succeed? Eight lessons from Japan,"During the financial crisis that started in 2007, the U.S. government has used a variety of tools to try to rehabilitate the U.S. banking industry. Many of those strategies were also used in Japan to combat its banking problems in the 1990s. There are also a surprising number of other similarities between the current U.S. crisis and the recent Japanese crisis. The Japanese policies were only partially successful in recapitalizing the banks until the economy finally started to recover in 2003. From these unsuccessful attempts, we derive eight lessons. In light of these eight lessons, we assess the policies the U.S. has pursued. The U.S. has ignored three of the lessons and it is too early to evaluate the U.S. policies with respect to four of the others. So far, the U.S. has avoided Japan's problem of having impaired banks prop up zombie firms.","['Takeo Hoshi', 'Anil K Kashyap']",[],[],September,https://www.sciencedirect.com//science/article/pii/S0304405X10000371,Journal of Financial Economics,2010,97,3
