title,abstract,authors,keywords,affiliations,month,link,journal_name,year,volume,issue
"The collapse of First Executive Corporation junk bonds, adverse publicity, and the ‘run on the bank’ phenomenon","In April 1991, regulators seized the major subsidiaries of First Executive Corporation (FE), an insurer that invested heavily in junk bonds. During the junk bond market turmoil of 1989–1990, adverse publicity fueled a bank run at FE, forcing a $4 billion portfolio liquidation before the market rose 50–60% in 1991–1992. More traditional insurers did not receive commensurate press coverage, despite their substantial exposure to real estate declines, which were roughly 2.5 times the junk bond decline. Seizure of FE's subsidiaries was defensible, although FE would have become solvent within a year, given average junk bond market appreciation.","['Harry DeAngelo', 'Linda DeAngelo', 'Stuart C Gilson']","['Junk bonds', 'Bank runs', 'Insurance', 'Financial distress', 'Politics of finance']",[],December,https://www.sciencedirect.com//science/article/pii/0304405X94900086,Journal of Financial Economics,1994,36,3
Voucher privatization,"Several Eastern European countries have initiated mass privatization programs to transfer state-owned assets to the general population. We show that the decision to pursue mass privatization and even the specific design of the programs are largely dictated by politics. Nonetheless, politically feasible programs can also be made attractive from an economic standpoint in terms of maximizing value, fostering free and efficient markets, and promoting corporate governance. In general, the design of economic institutions is critically shaped by political factors, although satisfactory economic results can be achieved in spite of political constraints.","['Maxim Boycko', 'Andrei Shleifer', 'Robert W. Vishny']","['Privatization', 'Vouchers', 'Economic reform']",[],April,https://www.sciencedirect.com//science/article/pii/0304405X9490006X,Journal of Financial Economics,1994,35,2
What do firms do with cash windfalls?,"Suppose that a firm receives a cash windfall which does not change its investment opportunity set or, equivalently, its marginal Tobin's Q. What will this firm do with the money? We provide empirical answers to this question using a sample of eleven firms with such windfalls in the form of a won or settled lawsuit. We examine a variety of decisions of the firm to shed light on alternative theories of corporate financing and investment. Our evidence is broadly inconsistent with the perfect capital markets model. The results need to be stretched considerably to fit the asymmetric information model in which managers act in the interest of shareholders. The evidence supports the agency model of managerial behavior, in which managers try to ensure the long-run survival and independence of the firms with themselves at the helm.","['Olivier Jean Blanchard', 'Florencio Lopez-de-Silanes', 'Andrei Shleifer']","['Cash flow', 'Agency theory', 'Lawsuits']",[],December,https://www.sciencedirect.com//science/article/pii/0304405X94900094,Journal of Financial Economics,1994,36,3
Organizational form and the consequences of highly leveraged transactions: Kroger's recapitalization and Safeway's LBO,"This paper compares the leveraged recapitalization of Kroger Co. with the leveraged buyout of Safeway Stores. While both transactions dramatically increased leverage, Safeway's also altered managerial ownership, board composition, and executive compensation, while Kroger's did not. My analysis suggests that these differences in organizational form lead to large differences in post-HLT restructuring actions and value creation. I conclude that the improved incentive structure and increased monitoring provided by the LBO specialist at Safeway lead managers to generate cash in a more productive manner than the organizational structure employed by Kroger.",['David J. Denis'],[],[],October,https://www.sciencedirect.com//science/article/pii/0304405X94900248,Journal of Financial Economics,1994,36,2
"The term structure of real interest rates and the Cox, Ingersoll, and Ross model","This paper estimates real term structures from cross-sections of British government index-linked (‘realrd) bond prices. The Cox, Ingersoll, and Ross (1985) model is then fitted to the same data; the model closely approximates the shapes of the directly-estimated term structures. In contrast to similar studies of the nominal term structure, the long-term zero-coupon yield is quite stable, as the CIR model predicts, and in common with previous studies, the level of implied short rate volatility corresponds well with time series estimates. The other parameters, however, are often highly correlated and intertemporal parameter stability is rejected.","['Roger H. Brown', 'Stephen M. Schaefer']","['Real term structure', 'Index-linked bonds', 'Cox, Ingersoll, and Ross']",[],February,https://www.sciencedirect.com//science/article/pii/0304405X94900167,Journal of Financial Economics,1994,35,1
An examination of voluntary versus involuntary security issuances by commercial banks,"This paper examines differences in stock price reactions following voluntary capital injections by commercial banks and involuntary capital injections required to meet regulatory capital requirements. Empirical tests document that stock price declines associated with voluntary common stock issues are significantly greater than those associated with involuntary common stock injections, consistent with Ross (1977). Empirical test also confirm that for both voluntary and involuntary stock issuances, the abnormal stock price reaction is negatively related to the relative size of the offering and positively related to managerial ownership prior to the security issue, although these relationships are stronger for voluntary issues.","['Marcia Millon Cornett', 'Hassan Tehranian']","['Banking', 'Regulation', 'Equity', 'jel', 'G21']",[],February,https://www.sciencedirect.com//science/article/pii/0304405X94900191,Journal of Financial Economics,1994,35,1
"Financial policy, internal control, and performance Sealed Air Corporation's leveraged special dividend","This paper examines the role of financial policy as a catalyst for organizational change. The subject is Sealed Air Corporation, a company with substantial free cash flow that undertakes a leveraged special dividend. While the stock price response to announcement is typical, Sealed Air exhibits dramatic, sustained, post-dividend performance improvement. Evidence indicates this performance results from managers' conscious and successful use of financial leverage as a tool to disrupt the status quo and promote internal change, including establishing a new objective, changing compensation systems, and reorganizing manufacturing and capital budgeting processes.",['Karen Hopper Wruck'],"['Leverage', 'Dividends', 'Organizations', 'Restructing', 'Financial policy']",[],October,https://www.sciencedirect.com//science/article/pii/0304405X9490023X,Journal of Financial Economics,1994,36,2
Venture capitalists and the decision to go public,"This paper examines the timing of initial public offerings and private financings by venture capitalists. Using a sample of 350 privately held venture-backed biotechnology firms between 1978 and 1992, I show that these companies go public when equity valuations are high and employ private financings when values are lower. Seasoned venture capitalists appear to be particularly proficient at taking companies public near market peaks. The results are robust to a variety of controls and alternative explanations.",['Joshua Lerner'],"['Venture capital', 'Initial public offerings', 'Financing strategy']",[],June,https://www.sciencedirect.com//science/article/pii/0304405X94900353,Journal of Financial Economics,1994,35,3
Appointments of outsiders to Japanese boards: Determinants and implications for managers,This paper investigates the determinants of appointments of outsiders — directors previously employed by banks (bank directors) or by other nonfinancial firms (corporate directors) — to the boards of large nonfinancial Japanese corporations. Such appointments increase with poor stock performance; those of bank directors also increase with earnings losses. Turnover of incumbent top executives increases substantially in the year of both types of outside appointments. We perform a similar analysis for outside appointments in large U.S. firms and find different patterns. We conclude that banks and corporate shareholders play an important monitoring and disciplinary role in Japan.,"['Steven N. Kaplan', 'Bernadette A. Minton']","['Corporate governance', 'Boards of directors', 'Relationship investing']",[],October,https://www.sciencedirect.com//science/article/pii/0304405X94900256,Journal of Financial Economics,1994,36,2
Campeau's acquisition of Federated,"This paper updates Kaplan (1989) by comparing Federated Department Stores' value before its purchase by Campeau Corporation to its post-bankruptcy value. The post-bankruptcy value includes all direct and indirect costs of bankruptcy and financial distress. Federated's assets increased in value by $3.1 billion in 1992 dollars(or $1.6 billion in 1987 dollars). This increase is only slightly below that in Kaplan (1989), suggesting that net bankruptcy costs were modest, and, possibly, nonexistent. The Federated purchase illustrates that a highly-leveraged transaction can increase value, but still be unable to meet its debt obligations; and bankruptcy (and financial distress) need not be costly.",['Steven N. Kaplan'],"['Bankruptcy', 'Financial distress', 'Merger', 'Acquisition', 'Leverage']",[],February,https://www.sciencedirect.com//science/article/pii/0304405X94900205,Journal of Financial Economics,1994,35,1
