title,abstract,authors,keywords,affiliations,month,link,journal_name,year,volume,issue
What drives merger waves?,"Aggregate merger waves could be due to market timing or to clustering of industry shocks for which mergers facilitate change to the new environment. This study finds that economic, regulatory and technological shocks drive industry merger waves. Whether the shock leads to a wave of mergers, however, depends on whether there is sufficient overall capital liquidity. This macro-level liquidity component causes industry merger waves to cluster in time even if industry shocks do not. Market-timing variables have little explanatory power relative to an economic model including this liquidity component. The contemporaneous peak in divisional acquisitions for cash also suggests an economic motivation for the merger activity.",['Jarrad Harford'],"['Mergers and acquisitions', 'Takeover', 'Merger waves', 'Behavioral', 'Capital liquidity']",[],September,https://www.sciencedirect.com//science/article/pii/S0304405X04002041,Journal of Financial Economics,2005,77,3
Comovement,"Building on Vijh (Rev. Financial Stud. 7 (1994)), we use additions to the S&P 500 to distinguish two views of return comovement: the traditional view, which attributes it to comovement in news about fundamental value, and an alternative view, in which frictions or sentiment delink it from fundamentals. After inclusion, a stock's beta with the S&P goes up. In bivariate regressions which control for the return of non-S&P stocks, the increase in S&P beta is even larger. These results are generally stronger in more recent data. Our findings cannot easily be explained by the fundamentals-based view and provide new evidence in support of the alternative friction- or sentiment-based view.","['Nicholas Barberis', 'Andrei Shleifer', 'Jeffrey Wurgler']","['Comovement', 'Beta', 'Index inclusion']",[],February,https://www.sciencedirect.com//science/article/pii/S0304405X04001308,Journal of Financial Economics,2005,75,2
"Law, finance, and economic growth in China","China is an important counterexample to the findings in the law, institutions, finance, and growth literature: Neither its legal nor financial system is well developed, yet it has one of the fastest growing economies. While the law–finance–growth nexus applies to the State Sector and the Listed Sector, with arguably poorer applicable legal and financial mechanisms, the Private Sector grows much faster than the others and provides most of the economy's growth. The imbalance among the three sectors suggests that alternative financing channels and governance mechanisms, such as those based on reputation and relationships, support the growth of the Private Sector.","['Franklin Allen', 'Jun Qian', 'Meijun Qian']","['Law and finance', 'Economic growth', 'Private sector', 'Corporate governance', 'Reputation and relationships']",[],July,https://www.sciencedirect.com//science/article/pii/S0304405X0500036X,Journal of Financial Economics,2005,77,1
Do tender offers create value? New methods and evidence,"Conventional techniques of estimating takeover value improvements measure only a fraction of the total gain and include revelation about bidder stand-alone value. To address these biases, we develop the probability scaling method, which rescales announcement date returns; and the intervention method, which uses returns at intervening events. Perceived value improvements are larger than traditional methods indicate. We cannot reject the hypothesis that bidders on average pay fair prices. Combined bidder-target stock returns are higher for hostile offers, lower for equity offers, and lower for diversifying offers. These effects reflect revelation about bidder stand-alone value, not differences in gains from combination.","['Sanjai Bhagat', 'Ming Dong', 'David Hirshleifer', 'Robert Noah']","['Tender offers', 'Value improvements', 'Truncation dilemma', 'Revelation bias', 'Agency problems']",[],April,https://www.sciencedirect.com//science/article/pii/S0304405X04001990,Journal of Financial Economics,2005,76,1
Evidence on the speed of convergence to market efficiency,Daily returns for stocks listed on the New York Exchange (NYSE) are not serially correlated while order imbalances on the same stocks are highly persistent. These empirical facts can be reconciled if sophisticated investors react to order imbalances within the trading day by undertaking enough countervailing trades to remove serial dependence over a daily horizon. How long does this actually take? The pattern of intra-day serial dependence reveals that it takes more than five minutes but less than sixty minutes.,"['Tarun Chordia', 'Richard Roll', 'Avanidhar Subrahmanyam']","['Serial dependence', 'Market efficiency', 'Speed of convergence']",[],May,https://www.sciencedirect.com//science/article/pii/S0304405X05000152,Journal of Financial Economics,2005,76,2
"Integration, organizational processes, and allocation of resources","Does the level of integration of a firm affect the quality of information available to its top decision makers responsible for allocating resources? Motivated by the pervasiveness of specific knowledge in large multi-division firms, I develop a model of internal competition for corporate resources among specialist managers and show that: (i) managers of integrated firms exaggerate the payoffs of their projects to obtain resources despite potentially adverse career consequences, and (ii) the exaggeration problem worsens with increased integration and reduces the allocative efficiency of an integrated firm. Control rights based on asset ownership enable the firm to set “the rules of the game” and improve managerial behavior through organizational processes such as rigid capital budgets, job rotation, centralization and hierarchies.",['Oguzhan Ozbas'],"['Integration', 'Strategic communication', 'Allocation of resources']",[],January,https://www.sciencedirect.com//science/article/pii/S0304405X04001485,Journal of Financial Economics,2005,75,1
Liquidity of emerging markets,"Emerging markets are characterized by volatile, but substantial returns that can easily exceed 75% per annum. Balancing these lofty returns are liquidity costs that, using the bid–ask spread as a basis, range from 1% for the Taiwanese market to over 47% for the Russian market. However, the paucity of bid–ask spread information across countries and time requires the use of liquidity estimates in emerging markets even though little is known about the efficacy of these estimates in measuring bid–ask spread costs. Using firm-level quoted bid–ask spreads as a basis, I find that price-based liquidity measures of Lesmond et al. [Review of Financial Studies 12 (1999) 1113] and Roll [Journal of Finance 39 (1984) 1127] perform better at representing cross-country liquidity effects than do volume based liquidity measures. Within-country liquidity is best measured with the liquidity estimates of either Lesmond, Ogden, and Trzcinka or, to a lesser extent, Amihud (2002). Examining the impact of legal origin and political institutions on liquidity levels shows that countries with weak political and legal institutions have significantly higher liquidity costs than do countries with strong political and legal systems, even to the exclusion of legal origin or insider trading enforcement. Higher incremental political risk is associated with a 10 basis point increase in transaction costs, using the Lesmond, Ogden, and Trzcinka estimate, or a 1.9% increase in price impact costs, using the Amihud estimate.",['David A. Lesmond'],"['Liquidity costs', 'Liquidity determinants', 'Emerging markets']",[],August,https://www.sciencedirect.com//science/article/pii/S0304405X05000176,Journal of Financial Economics,2005,77,2
Financing decisions: who issues stock?,"Financing decisions seem to violate the central predictions of the pecking order model about how often and under what circumstances firms issue equity. Specifically, most firms issue or retire equity each year, and the issues are on average large and not typically done by firms under duress. We estimate that during 1973–2002, the year-by-year equity decisions of more than half of our sample firms violate the pecking order.","['Eugene F. Fama', 'Kenneth R. French']","['Financing decisions', 'Pecking order', 'Asymmetric information', 'Equity issues', 'Repurchases']",[],June,https://www.sciencedirect.com//science/article/pii/S0304405X04001849,Journal of Financial Economics,2005,76,3
Politicians and banks: Political influences on government-owned banks in emerging markets,"Government ownership of banks is very common in countries other than the United States. This paper provides cross-country, bank-level empirical evidence about political influences on these banks. It shows that government-owned banks increase their lending in election years relative to private banks. This effect is robust to controlling for country-specific macroeconomic and institutional factors as well as bank-specific factors. The increase in lending is about 11% of a government-owned bank's total loan portfolio or about 0.5% of the median country's GDP per election per government-owned bank.",['I. Serdar Dinç'],"['Corporate governance', 'Political economy', 'Corruption', 'State-owned enterprises', 'Electoral cycle']",[],August,https://www.sciencedirect.com//science/article/pii/S0304405X05000498,Journal of Financial Economics,2005,77,2
Profitable predictability in the cross section of stock returns,Haugen and Baker (1996) report that a long-short stock selection strategy based on more than 50 measures of accounting information and past return behavior would have generated excess returns of approximately 3% per month. We find that the Haugen and Baker strategies do not provide attractive returns after transaction costs if an investor already has access to strategy portfolios based on book-to-market and momentum. We also provide an extensive analysis of transaction costs over a long sample and we report results of independent interest to researchers in market microstructure.,"['J. Douglas Hanna', 'Mark J. Ready']","['Transaction costs', 'Microstructure', 'Expected return']",[],December,https://www.sciencedirect.com//science/article/pii/S0304405X05001145,Journal of Financial Economics,2005,78,3
