title,abstract,authors,keywords,affiliations,month,link,journal_name,year,volume,issue
Multifactor models do not explain deviations from the CAPM,"A number of studies have presented evidence rejecting the validity of the Sharpe-Lintner capital asset pricing model (CAPM). Possible alternatives include risk-based models, such as multifactor asset pricing models, or nonrisk-based models which address biases in empirical methodology, the existence of market frictions, or the presence of irrational investors. Distinguishing between the alternatives is important for applications such as cost of capital estimation. This paper develops a framework which shows that, ex ante, CAPM deviations due to missing risk factors will be very difficult to detect empirically, whereas deviations resulting from nonrisk-based sources are easily detectable. The results suggest that multifactor pricing models alone do not entirely resolve CAPM deviations.",['A.Craig MacKinlay'],"['Capital asset pricing model', 'Data snooping', 'Market frictions', 'Multifactor models']",[],May,https://www.sciencedirect.com//science/article/pii/0304405X9400808E,Journal of Financial Economics,1995,38,1
"Executive compensation structure, ownership, and firm performance","An examination of the executive compensation structure of 153 randomly-selected manufacturing firms in 1979–1980 provides evidence supporting advocates of incentive compensation, and also suggests that the form rather than the level of compensation is what motivates managers to increase firm value. Firm performance is positively related to the percentage of equity held by managers and to the percentage of their compensation that is equity-based. Moreover, equity-based compensation is used more extensively in firms with more outside directors. Finally, firms in which a higher percentage of the shares are held by insiders or outside blockholders use less equity-based compensation.",['Hamid Mehran'],"['Compensation structure', 'Ownership', 'Directors', 'Blockholders']",[],June,https://www.sciencedirect.com//science/article/pii/0304405X9400809F,Journal of Financial Economics,1995,38,2
An analysis of value destruction in AT&T's acquisition of NCR,"AT&T's $7.5 billion acquisition of NCR decreased the wealth of AT&T shareholders by between $3.9 billion and $6.5 billion and resulted in negative synergies of $1.3 to $3.0 billion. We find that AT&T paid a documented $50 million and possibly as much as $500 million to satisfy pooling accounting, thus boosting EPS by roughly 17% but leaving cash flows unchanged. We conclude that AT&T's decision to acquire NCR in what the market perceived as a value-destroying transaction was related at least in part to the 1984 consent decree with the Department of Justice that led to the break-up of AT&T.","['Thomas Lys', 'Linda Vincent']","['Mergers', 'Acquisitions', 'Purchase', 'Pooling']",[],October–November,https://www.sciencedirect.com//science/article/pii/0304405X9500831X,Journal of Financial Economics,1995,39,2
Tests of microstructural hypotheses in the foreign exchange market,"Data in this paper support both the inventory-control and asymmetric-information approaches to microstructure theory. Strong evidence of an inventory-control effect on price is new. The transactions dataset chronicles a trading week of a spot foreign exchange dealer whose daily volume averages over $1 billion. In addition to controlling inventory with his own price, the dealer also lays off inventory at other dealers' prices and through brokers. These results highlight the importance of inventory-control theory in understanding trading in this market.",['Richard K. Lyons'],"['Foreign exchange', 'Microstructure', 'Inventory', 'Information']",[],October–November,https://www.sciencedirect.com//science/article/pii/0304405X9500832Y,Journal of Financial Economics,1995,39,2
Corporate focus and stock returns,"Greater corporate focus is consistent with shareholder wealth maximization. Diseconomies of scope in the 1980s are confirmed by a trend towards focus or specialization, a positive relation between stock returns and focus increases, and the failure of diversified firms to exploit financial economies of scope (coinsurance of debt or reliance on internal capital markets). Large focused firms were less likely to be subject to hostile takeover attempts than were other firms, but diversified firms were distinguished in the 1980s mostly by being relatively active participants, as both buyers and sellers, in the market for corporate control.","['Robert Comment', 'Gregg A. Jarrell']","['Diversification', 'Business segment', 'Leverage', 'Internal capital market', 'Takeover']",[],January,https://www.sciencedirect.com//science/article/pii/0304405X9400777X,Journal of Financial Economics,1995,37,1
"Incentives, downsizing, and value creation at general dynamics","In 1991, defense contractor General Dynamics engaged a new management team which adopted an explicit corporate objective of creating shareholder value. The company tied executive compensation to shareholder wealth creation, and subsequently implemented a strategy that included downsizing, restructuring, and exit. Paying large executive cash bonuses amid layoffs ignited controversy. However, by 1993 shareholders realized gains approaching $4.5 billion, representing a dividend-reinvested return of 553%. The study shows how incentives assist in shaping strategy, illustrates the political costs and economic benefits of downsizing and demonstrates that even firms in declining industries have substantial opportunities for value creation.","['Jay Dial', 'Kevin J. Murphy']","['Incentives', 'Compensation', 'Restructuring', 'Strategy', 'Defense industry']",[],March,https://www.sciencedirect.com//science/article/pii/0304405X94008039,Journal of Financial Economics,1995,37,3
Aggregate mutual fund flows and security returns,"In this paper I find that aggregate security returns are highly correlated with concurrent unexpected cash flows into mutual funds, but unrelated to concurrent expected flows. An unexpected inflow equal to 1% of total stock fund assets ($4.75 billion) corresponds to a 5.7% increase in the stock price index. Further, fund flows are correlated with the returns of the securities held by the funds, but not with the returns of other types of securities. I find evidence of a positive relation between flows and subsequent returns and evidence of a negative relation between returns and subsequent flows.",['Vincent A. Warther'],"['Mutual funds', 'Investment flows', 'Momentum', 'Price pressures']",[],October–November,https://www.sciencedirect.com//science/article/pii/0304405X95008272,Journal of Financial Economics,1995,39,2
Stock returns and volatility a firm-level analysis,"It has been previously documented that individual firms' stock return volatility rises after stock prices fall. This paper finds that this statistical relation is largely due to a positive contemporaneous relation between firm stock returns and firm stock return volatility. This positive relation is strongest for both small firms and firms with little financial leverage. At the aggregate level, the sign of this contemporaneous relation is reversed. The reasons for the difference between the aggregate- and firm-level relations are explored.",['Gregory R. Duffee'],"['Volatility', 'Leverage effect', 'Selection bias']",[],March,https://www.sciencedirect.com//science/article/pii/0304405X94008017,Journal of Financial Economics,1995,37,3
A reexamination of option values implicit in callable Treasury bonds,"Longstaff (1992) and Edleson, Fehr, and Mason (1993) examine option values implicit in callable Treasury bonds and report a significant puzzle: implied option values are frequently negative. Using an alternative approach, we reexamine this issue and find that implied option values are generally positive, and, in contrast to previous studies, instances of option values sufficiently negative to overcome the bid-ask spread are rare. We explain the findings in other studies by showing that the method used may lead to the appearance of a negative option value when the true value is positive.","['Bradford D. Jordan', 'Susan D. Jordan', 'Randy D. Jorgensen']","['Callable bond', 'Call feature', 'Treasure bond', 'Bond option']",[],June,https://www.sciencedirect.com//science/article/pii/0304405X9400813G,Journal of Financial Economics,1995,38,2
The Nestlé crash,"On November 17, 1988, the board of directors of Nestlé AG decided to allow foreign investors to hold Nestlé registered stock, reversing a longstanding practice. This decision had a tremendous impact on the prices of the firm's three classes of common stock, as well as on the prices of several other corporations traded on the Zürich stock exchange. These price changes can be explained by the hypothesis that demand curves slope down.","['Claudio Loderer', 'Andreas Jacobs']","['Liquidity', 'Price elasticity of demand', 'Multiple stock classes', 'Crash', 'Antitakeover amendments']",[],March,https://www.sciencedirect.com//science/article/pii/0304405X94008028,Journal of Financial Economics,1995,37,3
